MATCHER,NRACTIONS,NRROOTS,TIME,NROPTIONS,GT_BUM_SMT,GT_BUM_SMT_SBUP,GT_BUM_SZT,GT_CD_LSIM,GT_CD_ML,GT_CD_SSIM1,GT_CD_SSIM2,GT_STM_MH,GT_XYM_SIM,GUMTREE_MATCH_GT_MINH,
ChangeDistiller,277,271,142,4,,,,0.1,4,0.4,0.1,,,,
ChangeDistiller,288,273,161,4,,,,0.1,4,0.4,0.3,,,,
ChangeDistiller,314,281,145,4,,,,0.1,4,0.4,0.5,,,,
ChangeDistiller,397,339,144,4,,,,0.1,4,0.4,0.7,,,,
ChangeDistiller,415,342,145,4,,,,0.1,4,0.4,0.899,,,,
ChangeDistiller,291,281,146,4,,,,0.1,4,0.6,0.1,,,,
ChangeDistiller,304,283,144,4,,,,0.1,4,0.6,0.3,,,,
ChangeDistiller,333,282,143,4,,,,0.1,4,0.6,0.5,,,,
ChangeDistiller,416,265,177,4,,,,0.1,4,0.6,0.7,,,,
ChangeDistiller,430,257,148,4,,,,0.1,4,0.6,0.899,,,,
ChangeDistiller,302,280,145,4,,,,0.1,4,0.8,0.1,,,,
ChangeDistiller,337,281,143,4,,,,0.1,4,0.8,0.3,,,,
ChangeDistiller,368,260,142,4,,,,0.1,4,0.8,0.5,,,,
ChangeDistiller,428,245,144,4,,,,0.1,4,0.8,0.7,,,,
ChangeDistiller,436,247,144,4,,,,0.1,4,0.8,0.899,,,,
ChangeDistiller,340,275,172,4,,,,0.1,4,1.0,0.1,,,,
ChangeDistiller,351,267,144,4,,,,0.1,4,1.0,0.3,,,,
ChangeDistiller,374,262,144,4,,,,0.1,4,1.0,0.5,,,,
ChangeDistiller,434,247,145,4,,,,0.1,4,1.0,0.7,,,,
ChangeDistiller,442,247,156,4,,,,0.1,4,1.0,0.899,,,,
ChangeDistiller,267,265,147,4,,,,0.1,6,0.2,0.1,,,,
ChangeDistiller,286,273,147,4,,,,0.1,6,0.2,0.3,,,,
ChangeDistiller,317,280,158,4,,,,0.1,6,0.2,0.5,,,,
ChangeDistiller,400,338,144,4,,,,0.1,6,0.2,0.7,,,,
ChangeDistiller,413,345,141,4,,,,0.1,6,0.2,0.899,,,,
ChangeDistiller,272,268,171,4,,,,0.1,6,0.4,0.1,,,,
ChangeDistiller,288,273,255,4,,,,0.1,6,0.4,0.3,,,,
ChangeDistiller,317,280,431,4,,,,0.1,6,0.4,0.5,,,,
ChangeDistiller,400,338,316,4,,,,0.1,6,0.4,0.7,,,,
ChangeDistiller,415,341,438,4,,,,0.1,6,0.4,0.899,,,,
ChangeDistiller,275,269,202,4,,,,0.1,6,0.6,0.1,,,,
ChangeDistiller,294,275,150,4,,,,0.1,6,0.6,0.3,,,,
ChangeDistiller,330,279,144,4,,,,0.1,6,0.6,0.5,,,,
ChangeDistiller,416,265,169,4,,,,0.1,6,0.6,0.7,,,,
ChangeDistiller,435,254,220,4,,,,0.1,6,0.6,0.899,,,,
ChangeDistiller,287,271,217,4,,,,0.1,6,0.8,0.1,,,,
ChangeDistiller,329,279,153,4,,,,0.1,6,0.8,0.3,,,,
ChangeDistiller,360,262,262,4,,,,0.1,6,0.8,0.5,,,,
ChangeDistiller,428,245,239,4,,,,0.1,6,0.8,0.7,,,,
ChangeDistiller,438,248,199,4,,,,0.1,6,0.8,0.899,,,,
ChangeDistiller,324,273,232,4,,,,0.1,6,1.0,0.1,,,,
ChangeDistiller,340,266,259,4,,,,0.1,6,1.0,0.3,,,,
ChangeDistiller,369,261,318,4,,,,0.1,6,1.0,0.5,,,,
ChangeDistiller,431,246,268,4,,,,0.1,6,1.0,0.7,,,,
ChangeDistiller,442,247,421,4,,,,0.1,6,1.0,0.899,,,,
ChangeDistiller,90,89,102,4,,,,0.3,2,0.2,0.1,,,,
ChangeDistiller,90,89,116,4,,,,0.3,2,0.2,0.3,,,,
ChangeDistiller,90,89,125,4,,,,0.3,2,0.2,0.5,,,,
ChangeDistiller,147,144,129,4,,,,0.3,2,0.2,0.7,,,,
ChangeDistiller,147,144,102,4,,,,0.3,2,0.2,0.899,,,,
ChangeDistiller,90,89,166,4,,,,0.3,2,0.4,0.1,,,,
ChangeDistiller,90,89,103,4,,,,0.3,2,0.4,0.3,,,,
ChangeDistiller,90,89,83,4,,,,0.3,2,0.4,0.5,,,,
ChangeDistiller,147,144,99,4,,,,0.3,2,0.4,0.7,,,,
ChangeDistiller,147,144,85,4,,,,0.3,2,0.4,0.899,,,,
ChangeDistiller,90,89,84,4,,,,0.3,2,0.6,0.1,,,,
ChangeDistiller,90,89,82,4,,,,0.3,2,0.6,0.3,,,,
ChangeDistiller,90,89,69,4,,,,0.3,2,0.6,0.5,,,,
ChangeDistiller,151,144,75,4,,,,0.3,2,0.6,0.7,,,,
ChangeDistiller,151,144,59,4,,,,0.3,2,0.6,0.899,,,,
ChangeDistiller,106,101,68,4,,,,0.3,2,0.8,0.1,,,,
ChangeDistiller,105,99,64,4,,,,0.3,2,0.8,0.3,,,,
ChangeDistiller,105,99,84,4,,,,0.3,2,0.8,0.5,,,,
ChangeDistiller,168,154,103,4,,,,0.3,2,0.8,0.7,,,,
ChangeDistiller,168,154,90,4,,,,0.3,2,0.8,0.899,,,,
ChangeDistiller,193,149,56,4,,,,0.3,2,1.0,0.1,,,,
ChangeDistiller,191,146,61,4,,,,0.3,2,1.0,0.3,,,,
ChangeDistiller,191,146,52,4,,,,0.3,2,1.0,0.5,,,,
ChangeDistiller,228,143,68,4,,,,0.3,2,1.0,0.7,,,,
ChangeDistiller,228,143,86,4,,,,0.3,2,1.0,0.899,,,,
ChangeDistiller,90,89,82,4,,,,0.3,4,0.2,0.1,,,,
ChangeDistiller,90,89,74,4,,,,0.3,4,0.2,0.3,,,,
ChangeDistiller,90,89,72,4,,,,0.3,4,0.2,0.5,,,,
ChangeDistiller,158,149,86,4,,,,0.3,4,0.2,0.7,,,,
ChangeDistiller,171,157,68,4,,,,0.3,4,0.2,0.899,,,,
ChangeDistiller,90,89,51,4,,,,0.3,4,0.4,0.1,,,,
ChangeDistiller,90,89,51,4,,,,0.3,4,0.4,0.3,,,,
ChangeDistiller,90,89,52,4,,,,0.3,4,0.4,0.5,,,,
ChangeDistiller,158,149,51,4,,,,0.3,4,0.4,0.7,,,,
ChangeDistiller,171,157,50,4,,,,0.3,4,0.4,0.899,,,,
ChangeDistiller,90,89,57,4,,,,0.3,4,0.6,0.1,,,,
ChangeDistiller,90,89,51,4,,,,0.3,4,0.6,0.3,,,,
ChangeDistiller,90,89,55,4,,,,0.3,4,0.6,0.5,,,,
ChangeDistiller,158,149,52,4,,,,0.3,4,0.6,0.7,,,,
ChangeDistiller,171,157,65,4,,,,0.3,4,0.6,0.899,,,,
ChangeDistiller,93,92,67,4,,,,0.3,4,0.8,0.1,,,,
ChangeDistiller,93,92,71,4,,,,0.3,4,0.8,0.3,,,,
ChangeDistiller,93,92,61,4,,,,0.3,4,0.8,0.5,,,,
ChangeDistiller,165,154,52,4,,,,0.3,4,0.8,0.7,,,,
ChangeDistiller,181,165,59,4,,,,0.3,4,0.8,0.899,,,,
ChangeDistiller,170,142,55,4,,,,0.3,4,1.0,0.1,,,,
ChangeDistiller,169,141,59,4,,,,0.3,4,1.0,0.3,,,,
ChangeDistiller,169,141,60,4,,,,0.3,4,1.0,0.5,,,,
ChangeDistiller,217,141,57,4,,,,0.3,4,1.0,0.7,,,,
ChangeDistiller,228,143,56,4,,,,0.3,4,1.0,0.899,,,,
ChangeDistiller,90,89,53,4,,,,0.3,6,0.2,0.1,,,,
ChangeDistiller,90,89,56,4,,,,0.3,6,0.2,0.3,,,,
ChangeDistiller,90,89,51,4,,,,0.3,6,0.2,0.5,,,,
ChangeDistiller,161,152,54,4,,,,0.3,6,0.2,0.7,,,,
ChangeDistiller,185,167,55,4,,,,0.3,6,0.2,0.899,,,,
ChangeDistiller,90,89,60,4,,,,0.3,6,0.4,0.1,,,,
ChangeDistiller,90,89,62,4,,,,0.3,6,0.4,0.3,,,,
ChangeDistiller,90,89,57,4,,,,0.3,6,0.4,0.5,,,,
ChangeDistiller,161,152,60,4,,,,0.3,6,0.4,0.7,,,,
ChangeDistiller,185,167,60,4,,,,0.3,6,0.4,0.899,,,,
ChangeDistiller,90,89,60,4,,,,0.3,6,0.6,0.1,,,,
ChangeDistiller,90,89,68,4,,,,0.3,6,0.6,0.3,,,,
ChangeDistiller,90,89,66,4,,,,0.3,6,0.6,0.5,,,,
ChangeDistiller,161,152,64,4,,,,0.3,6,0.6,0.7,,,,
ChangeDistiller,185,167,52,4,,,,0.3,6,0.6,0.899,,,,
ChangeDistiller,90,89,153,4,,,,0.3,6,0.8,0.1,,,,
ChangeDistiller,90,89,119,4,,,,0.3,6,0.8,0.3,,,,
ChangeDistiller,90,89,73,4,,,,0.3,6,0.8,0.5,,,,
ChangeDistiller,161,152,66,4,,,,0.3,6,0.8,0.7,,,,
ChangeDistiller,187,167,63,4,,,,0.3,6,0.8,0.899,,,,
ChangeDistiller,157,137,69,4,,,,0.3,6,1.0,0.1,,,,
ChangeDistiller,157,137,56,4,,,,0.3,6,1.0,0.3,,,,
ChangeDistiller,157,137,53,4,,,,0.3,6,1.0,0.5,,,,
ChangeDistiller,206,139,54,4,,,,0.3,6,1.0,0.7,,,,
ChangeDistiller,228,143,53,4,,,,0.3,6,1.0,0.899,,,,
ChangeDistiller,64,62,45,4,,,,0.5,2,0.2,0.1,,,,
ChangeDistiller,64,62,53,4,,,,0.5,2,0.2,0.3,,,,
ChangeDistiller,64,62,47,4,,,,0.5,2,0.2,0.5,,,,
ChangeDistiller,102,98,46,4,,,,0.5,2,0.2,0.7,,,,
ChangeDistiller,102,98,46,4,,,,0.5,2,0.2,0.899,,,,
ChangeDistiller,64,62,44,4,,,,0.5,2,0.4,0.1,,,,
ChangeDistiller,64,62,44,4,,,,0.5,2,0.4,0.3,,,,
ChangeDistiller,64,62,45,4,,,,0.5,2,0.4,0.5,,,,
ChangeDistiller,102,98,47,4,,,,0.5,2,0.4,0.7,,,,
ChangeDistiller,102,98,45,4,,,,0.5,2,0.4,0.899,,,,
ChangeDistiller,64,62,48,4,,,,0.5,2,0.6,0.1,,,,
ChangeDistiller,64,62,60,4,,,,0.5,2,0.6,0.3,,,,
ChangeDistiller,64,62,64,4,,,,0.5,2,0.6,0.5,,,,
ChangeDistiller,102,98,55,4,,,,0.5,2,0.6,0.7,,,,
ChangeDistiller,102,98,56,4,,,,0.5,2,0.6,0.899,,,,
ChangeDistiller,64,62,58,4,,,,0.5,2,0.8,0.1,,,,
ChangeDistiller,64,62,47,4,,,,0.5,2,0.8,0.3,,,,
ChangeDistiller,64,62,45,4,,,,0.5,2,0.8,0.5,,,,
ChangeDistiller,106,100,48,4,,,,0.5,2,0.8,0.7,,,,
ChangeDistiller,106,100,52,4,,,,0.5,2,0.8,0.899,,,,
ChangeDistiller,153,122,51,4,,,,0.5,2,1.0,0.1,,,,
ChangeDistiller,153,122,49,4,,,,0.5,2,1.0,0.3,,,,
ChangeDistiller,153,122,54,4,,,,0.5,2,1.0,0.5,,,,
ChangeDistiller,178,119,45,4,,,,0.5,2,1.0,0.7,,,,
ChangeDistiller,178,119,71,4,,,,0.5,2,1.0,0.899,,,,
ChangeDistiller,64,62,60,4,,,,0.5,4,0.2,0.1,,,,
ChangeDistiller,64,62,72,4,,,,0.5,4,0.2,0.3,,,,
ChangeDistiller,64,62,63,4,,,,0.5,4,0.2,0.5,,,,
ChangeDistiller,102,98,44,4,,,,0.5,4,0.2,0.7,,,,
ChangeDistiller,114,110,44,4,,,,0.5,4,0.2,0.899,,,,
ChangeDistiller,64,62,43,4,,,,0.5,4,0.4,0.1,,,,
ChangeDistiller,64,62,46,4,,,,0.5,4,0.4,0.3,,,,
ChangeDistiller,64,62,45,4,,,,0.5,4,0.4,0.5,,,,
ChangeDistiller,102,98,45,4,,,,0.5,4,0.4,0.7,,,,
ChangeDistiller,114,110,43,4,,,,0.5,4,0.4,0.899,,,,
ChangeDistiller,64,62,44,4,,,,0.5,4,0.6,0.1,,,,
ChangeDistiller,64,62,43,4,,,,0.5,4,0.6,0.3,,,,
ChangeDistiller,64,62,54,4,,,,0.5,4,0.6,0.5,,,,
ChangeDistiller,102,98,62,4,,,,0.5,4,0.6,0.7,,,,
ChangeDistiller,114,110,74,4,,,,0.5,4,0.6,0.899,,,,
ChangeDistiller,64,62,223,4,,,,0.5,4,0.8,0.1,,,,
ChangeDistiller,64,62,45,4,,,,0.5,4,0.8,0.3,,,,
ChangeDistiller,64,62,182,4,,,,0.5,4,0.8,0.5,,,,
ChangeDistiller,106,100,62,4,,,,0.5,4,0.8,0.7,,,,
ChangeDistiller,118,112,482,4,,,,0.5,4,0.8,0.899,,,,
ChangeDistiller,144,119,131,4,,,,0.5,4,1.0,0.1,,,,
ChangeDistiller,144,119,120,4,,,,0.5,4,1.0,0.3,,,,
ChangeDistiller,144,119,100,4,,,,0.5,4,1.0,0.5,,,,
ChangeDistiller,169,116,116,4,,,,0.5,4,1.0,0.7,,,,
ChangeDistiller,178,119,101,4,,,,0.5,4,1.0,0.899,,,,
ChangeDistiller,64,62,306,4,,,,0.5,6,0.2,0.1,,,,
ChangeDistiller,64,62,101,4,,,,0.5,6,0.2,0.3,,,,
ChangeDistiller,64,62,82,4,,,,0.5,6,0.2,0.5,,,,
ChangeDistiller,102,98,74,4,,,,0.5,6,0.2,0.7,,,,
ChangeDistiller,126,118,65,4,,,,0.5,6,0.2,0.899,,,,
ChangeDistiller,64,62,205,4,,,,0.5,6,0.4,0.1,,,,
ChangeDistiller,64,62,112,4,,,,0.5,6,0.4,0.3,,,,
ChangeDistiller,64,62,189,4,,,,0.5,6,0.4,0.5,,,,
ChangeDistiller,102,98,235,4,,,,0.5,6,0.4,0.7,,,,
ChangeDistiller,126,118,182,4,,,,0.5,6,0.4,0.899,,,,
ChangeDistiller,64,62,100,4,,,,0.5,6,0.6,0.1,,,,
ChangeDistiller,64,62,76,4,,,,0.5,6,0.6,0.3,,,,
ChangeDistiller,64,62,239,4,,,,0.5,6,0.6,0.5,,,,
ChangeDistiller,102,98,155,4,,,,0.5,6,0.6,0.7,,,,
ChangeDistiller,126,118,139,4,,,,0.5,6,0.6,0.899,,,,
ChangeDistiller,64,62,133,4,,,,0.5,6,0.8,0.1,,,,
ChangeDistiller,64,62,71,4,,,,0.5,6,0.8,0.3,,,,
ChangeDistiller,64,62,81,4,,,,0.5,6,0.8,0.5,,,,
ChangeDistiller,102,98,60,4,,,,0.5,6,0.8,0.7,,,,
ChangeDistiller,129,119,48,4,,,,0.5,6,0.8,0.899,,,,
ChangeDistiller,133,114,160,4,,,,0.5,6,1.0,0.1,,,,
ChangeDistiller,133,114,143,4,,,,0.5,6,1.0,0.3,,,,
ChangeDistiller,133,114,54,4,,,,0.5,6,1.0,0.5,,,,
ChangeDistiller,157,113,47,4,,,,0.5,6,1.0,0.7,,,,
ChangeDistiller,178,119,47,4,,,,0.5,6,1.0,0.899,,,,
ChangeDistiller,40,38,53,4,,,,0.7,2,0.2,0.1,,,,
ChangeDistiller,40,38,44,4,,,,0.7,2,0.2,0.3,,,,
ChangeDistiller,40,38,44,4,,,,0.7,2,0.2,0.5,,,,
ChangeDistiller,61,59,50,4,,,,0.7,2,0.2,0.7,,,,
ChangeDistiller,61,59,41,4,,,,0.7,2,0.2,0.899,,,,
ChangeDistiller,40,38,43,4,,,,0.7,2,0.4,0.1,,,,
ChangeDistiller,40,38,41,4,,,,0.7,2,0.4,0.3,,,,
ChangeDistiller,40,38,42,4,,,,0.7,2,0.4,0.5,,,,
ChangeDistiller,61,59,43,4,,,,0.7,2,0.4,0.7,,,,
ChangeDistiller,61,59,41,4,,,,0.7,2,0.4,0.899,,,,
ChangeDistiller,40,38,40,4,,,,0.7,2,0.6,0.1,,,,
ChangeDistiller,40,38,40,4,,,,0.7,2,0.6,0.3,,,,
ChangeDistiller,40,38,39,4,,,,0.7,2,0.6,0.5,,,,
ChangeDistiller,61,59,39,4,,,,0.7,2,0.6,0.7,,,,
ChangeDistiller,61,59,41,4,,,,0.7,2,0.6,0.899,,,,
ChangeDistiller,40,38,41,4,,,,0.7,2,0.8,0.1,,,,
ChangeDistiller,40,38,44,4,,,,0.7,2,0.8,0.3,,,,
ChangeDistiller,40,38,44,4,,,,0.7,2,0.8,0.5,,,,
ChangeDistiller,61,59,51,4,,,,0.7,2,0.8,0.7,,,,
ChangeDistiller,61,59,43,4,,,,0.7,2,0.8,0.899,,,,
ChangeDistiller,111,96,40,4,,,,0.7,2,1.0,0.1,,,,
ChangeDistiller,111,96,39,4,,,,0.7,2,1.0,0.3,,,,
ChangeDistiller,111,96,39,4,,,,0.7,2,1.0,0.5,,,,
ChangeDistiller,124,93,39,4,,,,0.7,2,1.0,0.7,,,,
ChangeDistiller,124,93,41,4,,,,0.7,2,1.0,0.899,,,,
ChangeDistiller,40,38,39,4,,,,0.7,4,0.2,0.1,,,,
ChangeDistiller,40,38,47,4,,,,0.7,4,0.2,0.3,,,,
ChangeDistiller,40,38,40,4,,,,0.7,4,0.2,0.5,,,,
ChangeDistiller,61,59,42,4,,,,0.7,4,0.2,0.7,,,,
ChangeDistiller,61,59,41,4,,,,0.7,4,0.2,0.899,,,,
ChangeDistiller,40,38,40,4,,,,0.7,4,0.4,0.1,,,,
ChangeDistiller,40,38,41,4,,,,0.7,4,0.4,0.3,,,,
ChangeDistiller,40,38,46,4,,,,0.7,4,0.4,0.5,,,,
ChangeDistiller,61,59,45,4,,,,0.7,4,0.4,0.7,,,,
ChangeDistiller,61,59,43,4,,,,0.7,4,0.4,0.899,,,,
ChangeDistiller,40,38,45,4,,,,0.7,4,0.6,0.1,,,,
ChangeDistiller,40,38,43,4,,,,0.7,4,0.6,0.3,,,,
ChangeDistiller,40,38,45,4,,,,0.7,4,0.6,0.5,,,,
ChangeDistiller,61,59,40,4,,,,0.7,4,0.6,0.7,,,,
ChangeDistiller,61,59,42,4,,,,0.7,4,0.6,0.899,,,,
ChangeDistiller,40,38,39,4,,,,0.7,4,0.8,0.1,,,,
ChangeDistiller,40,38,40,4,,,,0.7,4,0.8,0.3,,,,
ChangeDistiller,40,38,40,4,,,,0.7,4,0.8,0.5,,,,
ChangeDistiller,61,59,40,4,,,,0.7,4,0.8,0.7,,,,
ChangeDistiller,61,59,40,4,,,,0.7,4,0.8,0.899,,,,
ChangeDistiller,111,96,42,4,,,,0.7,4,1.0,0.1,,,,
ChangeDistiller,111,96,41,4,,,,0.7,4,1.0,0.3,,,,
ChangeDistiller,111,96,44,4,,,,0.7,4,1.0,0.5,,,,
ChangeDistiller,124,93,40,4,,,,0.7,4,1.0,0.7,,,,
ChangeDistiller,124,93,42,4,,,,0.7,4,1.0,0.899,,,,
ChangeDistiller,40,38,40,4,,,,0.7,6,0.2,0.1,,,,
ChangeDistiller,40,38,53,4,,,,0.7,6,0.2,0.3,,,,
ChangeDistiller,40,38,80,4,,,,0.7,6,0.2,0.5,,,,
ChangeDistiller,61,59,57,4,,,,0.7,6,0.2,0.7,,,,
ChangeDistiller,65,63,43,4,,,,0.7,6,0.2,0.899,,,,
ChangeDistiller,40,38,47,4,,,,0.7,6,0.4,0.1,,,,
ChangeDistiller,40,38,40,4,,,,0.7,6,0.4,0.3,,,,
ChangeDistiller,40,38,42,4,,,,0.7,6,0.4,0.5,,,,
ChangeDistiller,61,59,43,4,,,,0.7,6,0.4,0.7,,,,
ChangeDistiller,65,63,44,4,,,,0.7,6,0.4,0.899,,,,
ChangeDistiller,40,38,39,4,,,,0.7,6,0.6,0.1,,,,
ChangeDistiller,40,38,40,4,,,,0.7,6,0.6,0.3,,,,
ChangeDistiller,40,38,40,4,,,,0.7,6,0.6,0.5,,,,
ChangeDistiller,61,59,44,4,,,,0.7,6,0.6,0.7,,,,
ChangeDistiller,65,63,55,4,,,,0.7,6,0.6,0.899,,,,
ChangeDistiller,40,38,40,4,,,,0.7,6,0.8,0.1,,,,
ChangeDistiller,40,38,43,4,,,,0.7,6,0.8,0.3,,,,
ChangeDistiller,40,38,42,4,,,,0.7,6,0.8,0.5,,,,
ChangeDistiller,61,59,42,4,,,,0.7,6,0.8,0.7,,,,
ChangeDistiller,65,63,40,4,,,,0.7,6,0.8,0.899,,,,
ChangeDistiller,108,95,41,4,,,,0.7,6,1.0,0.1,,,,
ChangeDistiller,108,95,42,4,,,,0.7,6,1.0,0.3,,,,
ChangeDistiller,108,95,40,4,,,,0.7,6,1.0,0.5,,,,
ChangeDistiller,121,92,42,4,,,,0.7,6,1.0,0.7,,,,
ChangeDistiller,124,93,41,4,,,,0.7,6,1.0,0.899,,,,
ChangeDistiller,5,3,36,4,,,,0.899,2,0.2,0.1,,,,
ChangeDistiller,5,3,40,4,,,,0.899,2,0.2,0.3,,,,
ChangeDistiller,5,3,37,4,,,,0.899,2,0.2,0.5,,,,
ChangeDistiller,7,5,52,4,,,,0.899,2,0.2,0.7,,,,
ChangeDistiller,7,5,39,4,,,,0.899,2,0.2,0.899,,,,
ChangeDistiller,5,3,39,4,,,,0.899,2,0.4,0.1,,,,
ChangeDistiller,5,3,40,4,,,,0.899,2,0.4,0.3,,,,
ChangeDistiller,5,3,33,4,,,,0.899,2,0.4,0.5,,,,
ChangeDistiller,7,5,32,4,,,,0.899,2,0.4,0.7,,,,
ChangeDistiller,7,5,28,4,,,,0.899,2,0.4,0.899,,,,
ChangeDistiller,5,3,34,4,,,,0.899,2,0.6,0.1,,,,
ChangeDistiller,5,3,30,4,,,,0.899,2,0.6,0.3,,,,
ChangeDistiller,5,3,28,4,,,,0.899,2,0.6,0.5,,,,
ChangeDistiller,7,5,31,4,,,,0.899,2,0.6,0.7,,,,
ChangeDistiller,7,5,28,4,,,,0.899,2,0.6,0.899,,,,
ChangeDistiller,5,3,26,4,,,,0.899,2,0.8,0.1,,,,
ChangeDistiller,5,3,29,4,,,,0.899,2,0.8,0.3,,,,
ChangeDistiller,5,3,27,4,,,,0.899,2,0.8,0.5,,,,
ChangeDistiller,7,5,28,4,,,,0.899,2,0.8,0.7,,,,
ChangeDistiller,7,5,26,4,,,,0.899,2,0.8,0.899,,,,
ChangeDistiller,65,56,26,4,,,,0.899,2,1.0,0.1,,,,
ChangeDistiller,65,56,26,4,,,,0.899,2,1.0,0.3,,,,
ChangeDistiller,65,56,32,4,,,,0.899,2,1.0,0.5,,,,
ChangeDistiller,66,55,29,4,,,,0.899,2,1.0,0.7,,,,
ChangeDistiller,66,55,49,4,,,,0.899,2,1.0,0.899,,,,
ChangeDistiller,5,3,42,4,,,,0.899,4,0.2,0.1,,,,
ChangeDistiller,5,3,55,4,,,,0.899,4,0.2,0.3,,,,
ChangeDistiller,5,3,195,4,,,,0.899,4,0.2,0.5,,,,
ChangeDistiller,7,5,38,4,,,,0.899,4,0.2,0.7,,,,
ChangeDistiller,7,5,36,4,,,,0.899,4,0.2,0.899,,,,
ChangeDistiller,5,3,42,4,,,,0.899,4,0.4,0.1,,,,
ChangeDistiller,5,3,30,4,,,,0.899,4,0.4,0.3,,,,
ChangeDistiller,5,3,28,4,,,,0.899,4,0.4,0.5,,,,
ChangeDistiller,7,5,40,4,,,,0.899,4,0.4,0.7,,,,
ChangeDistiller,7,5,29,4,,,,0.899,4,0.4,0.899,,,,
ChangeDistiller,5,3,33,4,,,,0.899,4,0.6,0.1,,,,
ChangeDistiller,5,3,29,4,,,,0.899,4,0.6,0.3,,,,
ChangeDistiller,5,3,28,4,,,,0.899,4,0.6,0.5,,,,
ChangeDistiller,7,5,28,4,,,,0.899,4,0.6,0.7,,,,
