DIFFID,L_SIZE,L_HEIGHT,L_STRUCTHASH,R_SIZE,R_HEIGHT,R_STRUCTHASH
1_831e3b0420e70f7c2695cb248dd8b488b1fd84b7_NewProductAtomView,272,10,-258786376,275,10,-1357776791,
