PLAIN_CONFIGURATION,MATCHER,NRACTIONS,NRROOTS,NR_INSERT,NR_DELETE,NR_UPDATE,NR_MOVE,NR_TREEINSERT,NR_TREEDELETE,TIME,NROPTIONS,TIMEOUT,bu_minsim,bu_minsize,st_minprio,st_priocalc,cd_labsim,cd_maxleaves,cd_structsim1,cd_structsim2,xy_minsim,
ClassicGumtree-bu_minsim-0.1-bu_minsize-100-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,357,0,0,0.1,100,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-200-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,346,0,0,0.1,200,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-300-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,336,0,0,0.1,300,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-400-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,260,0,0,0.1,400,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-500-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,247,0,0,0.1,500,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-600-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,318,0,0,0.1,600,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-700-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,305,0,0,0.1,700,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-800-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,289,0,0,0.1,800,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-900-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,310,0,0,0.1,900,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1000-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,5062,0,0,0.1,1000,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1100-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,4813,0,0,0.1,1100,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1200-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,4915,0,0,0.1,1200,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1300-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,4683,0,0,0.1,1300,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1400-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,4886,0,0,0.1,1400,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1500-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,4605,0,0,0.1,1500,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1600-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,4758,0,0,0.1,1600,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1700-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,5002,0,0,0.1,1700,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1800-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,4732,0,0,0.1,1800,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1900-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,4802,0,0,0.1,1900,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-2000-st_minprio-1-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,6250,0,0,0.1,2000,1,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-100-st_minprio-2-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,105,0,0,0.1,100,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-200-st_minprio-2-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,59,0,0,0.1,200,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-300-st_minprio-2-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,61,0,0,0.1,300,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-400-st_minprio-2-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,16,0,0,0.1,400,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-500-st_minprio-2-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,65,0,0,0.1,500,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-600-st_minprio-2-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,44,0,0,0.1,600,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-700-st_minprio-2-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,54,0,0,0.1,700,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-800-st_minprio-2-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,66,0,0,0.1,800,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-900-st_minprio-2-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,85,0,0,0.1,900,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1000-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,6336,0,0,0.1,1000,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1100-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,6741,0,0,0.1,1100,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1200-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,6596,0,0,0.1,1200,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1300-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,6333,0,0,0.1,1300,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1400-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,6572,0,0,0.1,1400,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1500-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,6537,0,0,0.1,1500,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1600-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,6193,0,0,0.1,1600,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1700-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,6503,0,0,0.1,1700,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1800-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,6734,0,0,0.1,1800,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-1900-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,7196,0,0,0.1,1900,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-2000-st_minprio-2-st_priocalc-size,ClassicGumtree,11,null,7,4,0,0,0,0,7406,0,0,0.1,2000,2,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-100-st_minprio-3-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,67,0,0,0.1,100,3,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-200-st_minprio-3-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,171,0,0,0.1,200,3,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-300-st_minprio-3-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,48,0,0,0.1,300,3,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-400-st_minprio-3-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,15,0,0,0.1,400,3,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-500-st_minprio-3-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,9,0,0,0.1,500,3,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-600-st_minprio-3-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,71,0,0,0.1,600,3,size,,,,,,
ClassicGumtree-bu_minsim-0.1-bu_minsize-700-st_minprio-3-st_priocalc-size,ClassicGumtree,17,null,10,7,0,0,0,0,11,0,0,0.1,700,3,size,,,,,,
