config,best_time_avg,best_time_median,notbest_time_avg,notbest_time_median,Mann-Whitney_U_stat,Mann-Whitney_U_p
ClassicGumtree_0.1_900_5,371.5057978604025,162.0,247.500933125972,50.0,64420453.5,1.3347977402248187e-270
ClassicGumtree_0.1_1000_1,377.2175270424765,125.0,442.7323397913562,142.0,36623135.0,8.927647332092948e-05
ClassicGumtree_0.1_1000_2,456.3411509523487,202.0,290.9096243103599,64.0,61440444.5,1.046874397708633e-309
ClassicGumtree_0.1_1000_3,449.65945945945947,196.0,299.71954176770635,66.0,63906024.5,8.37739247376927e-267
ClassicGumtree_0.1_1000_4,443.6337917765268,190.0,298.115725541694,64.5,64539861.0,8.700297700806698e-258
ClassicGumtree_0.1_1000_5,433.7153603668147,181.0,291.86706333034476,58.0,64994508.5,1.3080875349438243e-249
ClassicGumtree_0.1_1100_1,440.0033734939759,143.0,507.9792048929664,163.5,35700408.0,2.9434514343378855e-05
ClassicGumtree_0.1_1100_2,525.4510968921389,220.0,336.60903225806453,71.0,61305191.0,4.5969867691813537e-287
ClassicGumtree_0.1_1100_3,516.588876107991,215.0,349.3200280112045,75.0,64324372.5,1.8892914399968192e-240
ClassicGumtree_0.1_1100_4,508.2641379784237,210.0,350.8063271604938,73.0,65164476.0,4.461631848539258e-230
ClassicGumtree_0.1_1100_5,497.72795743504696,200.0,345.5737133134836,67.0,65780633.0,1.067702777933564e-219
ClassicGumtree_0.1_1200_1,503.8912340499913,160.0,583.5386292834891,188.0,34989811.5,6.772481574363273e-06
ClassicGumtree_0.1_1200_2,592.9216269213739,239.0,387.16415604480494,79.0,61303411.0,1.098781129287144e-259
ClassicGumtree_0.1_1200_3,582.7728017834896,233.0,402.58109589041095,84.0,64666095.5,7.612719845161007e-214
ClassicGumtree_0.1_1200_4,574.3093573093573,226.0,404.55129006338717,82.0,65715198.0,3.5078830422591713e-202
ClassicGumtree_0.1_1200_5,562.1714553613288,216.0,399.9928293201133,76.5,66379256.5,1.9948883391915377e-192
ClassicGumtree_0.1_1300_1,566.6206686135205,175.0,648.624126984127,207.0,34343130.0,3.0818502594613706e-06
ClassicGumtree_0.1_1300_2,659.3212281891608,256.0,438.3406074014481,87.0,61239735.0,4.4318569021183264e-235
ClassicGumtree_0.1_1300_3,647.4608551159967,249.0,457.35951862029754,94.0,64955754.0,2.7658875106913104e-189
ClassicGumtree_0.1_1300_4,639.6821987150366,242.0,459.52808364948646,93.0,66082676.5,9.515772644236154e-179
ClassicGumtree_0.1_1300_5,626.5708784753948,231.0,454.81586428243924,86.0,66831565.0,1.2268811401144203e-168
ClassicGumtree_0.1_1400_1,630.4346123727486,188.0,714.7669777920823,233.0,33582035.5,3.393245043469737e-08
ClassicGumtree_0.1_1400_2,725.9836263669869,268.0,489.77458632532,97.0,61365582.5,5.107299004935898e-209
ClassicGumtree_0.1_1400_3,711.8637530524074,261.0,513.8049472037544,105.0,65343134.5,5.591417018251565e-165
ClassicGumtree_0.1_1400_4,703.3944691671965,255.0,515.5268478779209,104.0,66543138.0,2.536073597906119e-155
ClassicGumtree_0.1_1400_5,690.0405370843989,244.0,510.99763839032687,98.0,67370044.0,4.330571480432241e-145
ClassicGumtree_0.1_1500_1,695.9157762140561,204.0,789.8885993485342,255.0,33224606.5,3.464733686402707e-08
ClassicGumtree_0.1_1500_2,794.1852554225436,283.0,544.3617754794226,106.0,61273769.5,3.0402858287737764e-187
ClassicGumtree_0.1_1500_3,779.077078982926,274.0,572.8854261220373,116.0,65544284.0,2.1525584007983628e-144
ClassicGumtree_0.1_1500_4,769.7006425051463,267.0,575.6098998232175,116.0,66899645.0,2.2667532748064125e-134
ClassicGumtree_0.1_1500_5,757.1993853487205,256.0,569.7493678272709,110.0,67745352.0,4.1953129692881234e-125
ClassicGumtree_0.1_1600_1,767.2608695652174,218.0,868.683191070256,273.0,32888716.5,7.677641094450231e-09
ClassicGumtree_0.1_1600_2,864.5105229405934,298.0,611.6265970447728,116.0,61404039.5,1.6472832215022366e-163
ClassicGumtree_0.1_1600_3,847.3251541157983,286.0,644.8001243394467,129.0,65920571.0,3.132385191162734e-123
ClassicGumtree_0.1_1600_4,836.9565884809039,278.0,649.5725798327793,129.0,67418880.0,3.6855614919271254e-113
ClassicGumtree_0.1_1600_5,823.7579181329876,266.0,644.2488782530661,122.0,68333877.0,5.0131163518441006e-104
ClassicGumtree_0.1_1700_1,831.5022975550546,229.0,976.9219576719577,298.0,32423964.0,1.4578762208060847e-10
ClassicGumtree_0.1_1700_2,930.0861563236901,310.0,680.7214742126882,127.0,61471094.5,3.404322053784958e-144
ClassicGumtree_0.1_1700_3,913.300721397484,299.0,714.7328592655488,140.0,66148993.5,1.0564025344444375e-106
ClassicGumtree_0.1_1700_4,900.1474366743425,291.0,724.2489186405767,140.0,67846185.0,7.322291278192404e-96
ClassicGumtree_0.1_1700_5,886.1916890080429,277.0,719.2181577338496,134.0,68796293.0,2.089079835882897e-87
ClassicGumtree_0.1_1800_1,903.2844525263021,241.0,1060.5227120908485,324.0,32009365.5,1.8002680168131247e-11
ClassicGumtree_0.1_1800_2,997.8669618025995,322.0,757.4939038686987,138.0,61623233.5,9.941477608752755e-124
ClassicGumtree_0.1_1800_3,980.7292034356983,312.0,793.5499619441122,153.0,66459380.5,1.2784027507553858e-89
ClassicGumtree_0.1_1800_4,965.741569002631,304.0,803.5377318718381,156.0,68235785.5,1.2444557369724272e-79
ClassicGumtree_0.1_1800_5,952.5251547755004,289.0,795.4331004275732,148.0,69122441.5,6.139694705114506e-73
ClassicGumtree_0.1_1900_1,969.1209761163033,253.0,1147.9895938234306,345.0,31687121.5,7.364214083881184e-13
ClassicGumtree_0.1_1900_2,1067.488026470753,333.0,817.0149092220753,149.0,61536951.5,2.2340380031728903e-109
ClassicGumtree_0.1_1900_3,1050.321650682941,322.0,853.3422691879866,167.0,66498534.5,6.132430268297309e-78
ClassicGumtree_0.1_1900_4,1037.7584007559203,314.0,860.1531415023171,168.0,68262411.5,1.8009154536184744e-69
ClassicGumtree_0.1_1900_5,1024.1396687837598,301.0,851.4016419660944,162.0,69127002.0,1.0727073465323572e-63
ClassicGumtree_0.1_2000_1,1057.3881442407471,267.0,1247.0442119473507,360.0,31542400.5,8.883351702497231e-13
ClassicGumtree_0.1_2000_2,1150.890113541955,343.0,910.0111234705228,165.0,61516021.5,4.646537547185716e-93
ClassicGumtree_0.1_2000_3,1134.3243987832175,333.0,945.7429320565435,182.0,66627311.0,9.776741263452545e-65
ClassicGumtree_0.1_2000_4,1118.4906375780201,326.0,956.1838129893042,183.0,68549088.5,2.808161339461953e-56
ClassicGumtree_0.1_2000_5,1104.3182991202345,313.0,950.088164777681,179.0,69528300.5,2.4580113282628004e-50
ClassicGumtree_0.2_100_1,9.56339460873356,5.0,15.323273079406068,8.0,71782784.0,2.8977435132395203e-109
ClassicGumtree_0.2_100_2,11.391483516483516,7.0,11.769723435225618,6.0,24621202.5,6.500736063226136e-07
ClassicGumtree_0.2_100_3,14.410343160947317,6.0,10.626251758669204,5.0,23667686.5,2.646172089881139e-05
ClassicGumtree_0.2_100_4,13.70550950755729,5.0,8.808228240645027,4.0,22905564.5,3.4446858776022717e-09
ClassicGumtree_0.2_100_5,7.87279843444227,4.0,7.211110652523835,2.0,22059717.0,5.667023671266715e-17
ClassicGumtree_0.2_200_1,28.999781325169472,14.0,43.839249233912156,17.0,64725703.5,1.8571655057833971e-35
ClassicGumtree_0.2_200_2,39.72729136764404,25.0,30.99165963827195,12.0,40982158.0,1.9732790938542233e-119
ClassicGumtree_0.2_200_3,36.7392047883711,23.0,29.35577413817102,11.0,39807175.0,1.740648709291862e-113
ClassicGumtree_0.2_200_4,33.43515912535181,20.0,26.205514944017768,8.0,38326040.5,9.721510116998815e-137
ClassicGumtree_0.2_200_5,30.01172383847156,16.0,22.69832763559087,5.0,36906567.5,1.2263503555217152e-170
ClassicGumtree_0.2_300_1,55.01507612697781,24.0,76.16833000665336,27.0,56904990.0,3.792306082245647e-12
ClassicGumtree_0.2_300_2,71.95973438824527,46.0,53.99822277978151,18.0,49903224.0,1.9910472482143945e-235
ClassicGumtree_0.2_300_3,69.89539319248826,43.5,52.126803380049466,17.0,49002272.5,1.779861243027245e-223
ClassicGumtree_0.2_300_4,65.26166419019316,40.0,48.297927992614625,13.0,47565192.5,1.2261695960708242e-249
ClassicGumtree_0.2_300_5,61.2310780669145,34.0,42.868306430950554,9.0,46136210.0,6.293682383137473e-291
ClassicGumtree_0.2_400_1,87.19453406718543,36.0,116.79737522370253,38.0,51264178.5,0.000155384719393543
ClassicGumtree_0.2_400_2,114.2888363185761,68.0,80.54151999538347,24.0,54955549.0,0.0
ClassicGumtree_0.2_400_3,110.31179906542056,66.0,78.87850308554606,23.0,54447388.0,8.39826326113243e-297
ClassicGumtree_0.2_400_4,107.3464995269631,62.0,74.48936529372045,19.0,53118867.5,0.0
ClassicGumtree_0.2_400_5,98.99928867812685,53.0,68.28298601359322,13.0,52211429.0,0.0
ClassicGumtree_0.2_500_1,124.38208637750856,49.0,157.8668156424581,50.0,47348684.0,0.011731444684402226
ClassicGumtree_0.2_500_2,159.7852427184466,90.0,109.31255503836961,30.0,57817861.5,0.0
ClassicGumtree_0.2_500_3,155.9868142929039,87.0,107.67669634633098,29.0,57835489.0,0.0
ClassicGumtree_0.2_500_4,152.1422462071072,83.0,102.56296476898696,24.0,56723659.5,0.0
ClassicGumtree_0.2_500_5,140.95025028092758,73.0,96.38204707170225,18.0,56063970.5,0.0
ClassicGumtree_0.2_600_1,167.17317927489424,64.0,205.74405050995628,67.0,44238161.0,0.01045403370373548
ClassicGumtree_0.2_600_2,212.94335530881332,114.0,138.8582435565253,36.0,59412056.0,0.0
ClassicGumtree_0.2_600_3,207.05210114280572,111.0,139.4537870762712,35.0,60040873.5,0.0
ClassicGumtree_0.2_600_4,201.932768515988,105.0,134.32076337880378,31.0,59220506.0,0.0
ClassicGumtree_0.2_600_5,192.27710733223623,93.0,127.40676082123709,23.0,58850053.0,0.0
ClassicGumtree_0.2_700_1,214.88988349601908,78.0,259.04342207288704,83.0,41922050.5,0.006107761891663588
ClassicGumtree_0.2_700_2,271.57809006707123,137.0,173.17817143693728,42.0,60549781.0,0.0
ClassicGumtree_0.2_700_3,265.09601854151146,132.0,174.00828084082383,42.0,61664973.5,0.0
ClassicGumtree_0.2_700_4,259.3991275899673,127.0,169.23213036788363,37.0,61258194.5,0.0
ClassicGumtree_0.2_700_5,247.94694736842106,115.0,162.01386373136407,30.0,61032365.5,0.0
ClassicGumtree_0.2_800_1,266.0812162343171,93.0,312.79578606158833,102.0,40185495.0,0.0013772443973159266
ClassicGumtree_0.2_800_2,330.12085857452695,159.0,209.312592708252,49.0,61050039.5,0.0
ClassicGumtree_0.2_800_3,323.3837984496124,153.0,211.99331279585243,49.0,62573896.0,0.0
ClassicGumtree_0.2_800_4,317.39935575109996,148.0,207.9068267734045,44.0,62414031.5,0.0
ClassicGumtree_0.2_800_5,305.4246942800789,135.0,200.43226092089728,36.5,62355218.0,0.0
ClassicGumtree_0.2_900_1,321.0869681087323,110.0,367.98744419642856,122.0,38919150.5,0.0003321443929803966
ClassicGumtree_0.2_900_2,391.08947069675037,179.0,249.2537251655629,57.0,61608535.0,0.0
ClassicGumtree_0.2_900_3,384.2879511872381,174.0,253.47801936200602,58.0,63575017.5,5.810094252911129e-287
ClassicGumtree_0.2_900_4,376.28017594870647,169.0,250.1135582630428,54.0,63699503.0,3.5825269873421177e-287
ClassicGumtree_0.2_900_5,363.0555638759922,155.0,242.27452808203216,45.0,63858690.5,7.325852457608562e-285
ClassicGumtree_0.2_1000_1,376.80327361203274,126.0,437.7116265750286,141.5,38042035.0,0.00028826325588920346
ClassicGumtree_0.2_1000_2,454.9091341256367,200.0,291.8147112780641,63.0,61516296.5,9.646432156069275e-309
ClassicGumtree_0.2_1000_3,446.8417387634522,195.0,298.09101526653876,65.0,63834708.0,2.857042092806798e-269
ClassicGumtree_0.2_1000_4,439.8490512198602,188.0,294.24526600541026,61.0,64159200.5,1.8679597031373295e-267
ClassicGumtree_0.2_1000_5,425.08390103979923,174.0,287.1954893339847,52.0,64522516.5,2.728134169310127e-261
ClassicGumtree_0.2_1100_1,440.1204495372411,143.0,505.05785609397947,160.0,37110574.5,0.00010517556740464083
ClassicGumtree_0.2_1100_2,523.7788172183698,219.0,337.9501838235294,70.0,61484665.0,6.769635165559884e-284
ClassicGumtree_0.2_1100_3,514.3657743137919,213.0,347.56228162124387,74.0,64206706.0,4.367877268962596e-244
ClassicGumtree_0.2_1100_4,505.5389534483944,207.0,346.8643138598595,70.0,64836070.0,4.990805992285149e-238
ClassicGumtree_0.2_1100_5,489.1185011061947,192.0,339.5632916772932,61.0,65315651.0,1.5633017099639317e-230
ClassicGumtree_0.2_1200_1,502.6094945054945,160.0,579.3815789473684,187.0,36364435.5,1.9386180985365214e-05
ClassicGumtree_0.2_1200_2,592.5029776989356,238.0,387.4599749542433,79.0,61456082.5,2.347391195505457e-257
ClassicGumtree_0.2_1200_3,580.5117898193761,231.0,400.7339650145773,83.0,64626563.5,7.620165986214611e-216
ClassicGumtree_0.2_1200_4,571.0656535359594,224.0,400.6971372514046,79.0,65433964.0,8.574920489926913e-209
ClassicGumtree_0.2_1200_5,553.2832439678284,208.0,393.9172194215972,69.0,65985105.5,2.98463387692278e-201
ClassicGumtree_0.2_1300_1,566.5002191828862,174.0,646.5431270953977,208.0,35654619.0,5.835119578134786e-06
ClassicGumtree_0.2_1300_2,658.4325693457713,255.0,439.56275060144344,88.0,61476738.0,1.6113697073495773e-231
ClassicGumtree_0.2_1300_3,646.0415439764434,247.0,455.2250898090376,94.0,64909103.5,1.7514477833162068e-191
ClassicGumtree_0.2_1300_4,635.7981293842556,240.0,455.70591497227355,90.0,65895924.5,3.686526232687218e-183
ClassicGumtree_0.2_1300_5,617.7206948344544,223.0,448.6030786146234,80.0,66480814.5,4.685376526809005e-176
ClassicGumtree_0.2_1400_1,630.0634545534112,188.0,712.8969771745836,235.0,34905303.5,5.1228790017272604e-08
ClassicGumtree_0.2_1400_2,725.9517612879797,267.0,490.5230338244449,98.0,61567278.5,1.8552877648650458e-206
ClassicGumtree_0.2_1400_3,710.0972091564754,259.0,512.4714257850595,104.0,65342555.5,2.5197014848876528e-166
ClassicGumtree_0.2_1400_4,700.3265682656827,253.0,511.77565018576735,101.0,66360600.5,2.1084502158081414e-159
ClassicGumtree_0.2_1400_5,681.444664790174,235.0,503.783462337172,91.0,67055672.5,2.5474629643624817e-151
ClassicGumtree_0.2_1500_1,696.3848506028307,204.0,786.8009375,255.5,34502492.5,5.08367099179667e-08
ClassicGumtree_0.2_1500_2,793.7459035858466,282.0,544.9754080756014,107.0,61505737.5,2.0414628960167793e-184
ClassicGumtree_0.2_1500_3,777.7461704091049,272.0,571.5255481794408,115.0,65570099.5,2.3058914635084047e-145
ClassicGumtree_0.2_1500_4,766.4148823272365,264.0,571.9490876986463,112.0,66771661.5,2.9528454667972104e-137
ClassicGumtree_0.2_1500_5,748.2846564166928,249.0,563.3604120104947,102.0,67498144.0,8.0834669065109e-130
ClassicGumtree_0.2_1600_1,768.0652705061082,217.0,860.0630517023959,273.0,34148619.5,1.516351562918918e-08
ClassicGumtree_0.2_1600_2,864.9506569343066,296.0,612.2118728541367,117.0,61643156.0,9.975324170279586e-161
ClassicGumtree_0.2_1600_3,845.7481382817703,284.0,644.6837809917355,127.5,66019326.5,4.289859880140025e-123
ClassicGumtree_0.2_1600_4,833.602089093702,277.0,646.2054739384182,125.0,67310998.0,1.7453306864809282e-115
ClassicGumtree_0.2_1600_5,814.1787854451103,258.0,636.3286183882857,116.0,68132054.0,1.0755582314579077e-107
ClassicGumtree_0.2_1700_1,832.5931220851676,229.0,968.3455065100031,297.0,33694518.0,4.4217598505076135e-10
ClassicGumtree_0.2_1700_2,930.4325632309731,309.0,680.3908346599954,127.0,61686215.0,2.668420305247157e-142
ClassicGumtree_0.2_1700_3,910.6003464341178,298.0,714.8487252724003,139.0,66256093.0,1.1758038518909132e-106
ClassicGumtree_0.2_1700_4,896.7003213874234,288.0,720.2211706614546,137.0,67731509.5,3.7619203978537893e-98
ClassicGumtree_0.2_1700_5,876.5037795659596,268.0,712.0237222561597,128.0,68605236.0,1.455118698946478e-90
ClassicGumtree_0.2_1800_1,901.64121206844,241.0,1065.0249839846254,324.5,33155880.5,4.112674901852964e-12
ClassicGumtree_0.2_1800_2,997.5001421342885,321.0,758.8353971962617,139.5,61873444.0,1.8110174274977864e-121
ClassicGumtree_0.2_1800_3,978.1249484293039,311.0,792.5538578240139,153.0,66562411.5,9.579671091649642e-90
ClassicGumtree_0.2_1800_4,961.993717465446,301.0,799.7691335930098,151.0,68152271.5,2.5437393838748346e-81
ClassicGumtree_0.2_1800_5,941.8260058940277,278.0,787.7781018856131,142.0,68998080.5,4.812467755442961e-75
ClassicGumtree_0.2_1900_1,968.1077424967377,253.0,1148.0048371493067,346.0,32797266.5,2.3187401853032286e-13
ClassicGumtree_0.2_1900_2,1066.9752822875118,332.0,817.8534802923206,151.0,61804637.5,4.6775723974628414e-107
ClassicGumtree_0.2_1900_3,1048.3551467163484,320.0,852.2422663266437,166.0,66612844.5,6.956913682141214e-78
ClassicGumtree_0.2_1900_4,1034.0992790450302,312.0,856.7530678148547,165.0,68170393.0,3.376051169091441e-71
ClassicGumtree_0.2_1900_5,1014.7478322841192,292.0,842.192905837239,155.0,68978572.0,5.860314106513291e-66
ClassicGumtree_0.2_2000_1,1056.5146036161336,265.0,1247.4550762244567,367.0,32613662.5,1.8641343321272268e-13
ClassicGumtree_0.2_2000_2,1151.4563408410074,343.0,910.5641625615764,166.0,61748332.5,1.694518295268252e-91
ClassicGumtree_0.2_2000_3,1131.7847781099103,333.0,945.7595181270599,181.0,66736310.0,9.78417313051024e-65
ClassicGumtree_0.2_2000_4,1115.2902171375204,323.0,952.0470264317181,181.0,68454383.5,6.727402989529202e-58
ClassicGumtree_0.2_2000_5,1093.8515932163605,305.0,941.7077844311377,173.0,69402771.0,4.083856345896043e-52
ClassicGumtree_0.3_100_1,9.531745441012282,5.0,15.044261006289307,7.0,72757073.5,1.0119765361130969e-96
ClassicGumtree_0.3_100_2,10.168813247470101,7.0,11.562086884223653,6.0,24533764.5,8.505385236297401e-07
ClassicGumtree_0.3_100_3,9.326076439283986,6.0,10.074809665673618,4.0,23482226.0,2.7702609905321494e-06
ClassicGumtree_0.3_100_4,7.371275036638984,5.0,8.115631071974864,3.0,22319056.5,4.0360228824665283e-14
ClassicGumtree_0.3_100_5,6.763582966226138,4.0,6.774659513000413,2.0,21519923.5,1.5641471336279504e-23
ClassicGumtree_0.3_200_1,28.78482635598417,14.0,42.50152718387294,17.0,67397024.0,8.694103793489659e-27
ClassicGumtree_0.3_200_2,38.24717019962955,25.0,30.712734082397002,12.0,40778545.0,5.915297205341149e-121
ClassicGumtree_0.3_200_3,36.0679382768967,22.0,28.49023881289126,10.0,39298967.5,1.6985428383958574e-122
ClassicGumtree_0.3_200_4,31.946215571459554,19.0,24.391545647951162,7.0,37145560.5,3.102461618056425e-164
ClassicGumtree_0.3_200_5,27.074863982589772,15.0,20.335826753474628,4.0,35392844.5,2.1193535961688395e-210
ClassicGumtree_0.3_300_1,55.16486295135026,24.0,74.02493686868686,26.0,59963973.5,1.416728342709589e-07
ClassicGumtree_0.3_300_2,72.6091823721128,45.0,53.590643274853804,18.0,49701559.0,7.698963378657579e-238
ClassicGumtree_0.3_300_3,67.67892878163626,43.0,50.91537986411365,16.0,48483848.5,3.207883856353598e-234
ClassicGumtree_0.3_300_4,63.169095776323616,38.0,45.48149097621001,11.0,46300160.5,9.456186924259506e-285
ClassicGumtree_0.3_300_5,55.92242406194163,31.0,39.22736119647613,7.0,44453567.5,0.0
ClassicGumtree_0.3_400_1,87.85306574261237,36.0,113.2293974094237,36.0,54532373.5,0.04941597671139241
ClassicGumtree_0.3_400_2,113.31455080334918,68.0,80.15562208532442,24.0,54890134.0,0.0
ClassicGumtree_0.3_400_3,109.18966729147141,65.0,77.16441454175383,21.0,53940089.5,1.8184621447278533e-308
ClassicGumtree_0.3_400_4,104.76054002842255,59.0,71.15513945119208,16.0,52044072.5,0.0
ClassicGumtree_0.3_400_5,93.96678135010085,49.0,63.3456311769991,10.0,50512073.0,0.0
ClassicGumtree_0.3_500_1,125.3556263767165,50.0,152.2411838790932,47.0,50710819.0,0.40428206386616705
ClassicGumtree_0.3_500_2,159.46847285839587,90.0,108.18046056346866,30.0,57751749.5,0.0
ClassicGumtree_0.3_500_3,153.34377209819175,86.0,105.6971999264751,27.0,57423988.5,0.0
ClassicGumtree_0.3_500_4,148.61201182828592,80.0,98.94208282582217,21.0,55828159.5,0.0
ClassicGumtree_0.3_500_5,134.41973415132924,67.5,89.93374665694141,14.0,54605305.5,0.0
ClassicGumtree_0.3_600_1,167.50709481249424,64.0,199.42707622298067,63.0,47578320.5,0.39558471174728926
ClassicGumtree_0.3_600_2,212.9943399512365,114.0,138.64153636981646,36.0,59367971.0,0.0
ClassicGumtree_0.3_600_3,204.82287623002617,109.0,137.7014531043593,34.0,59737595.5,0.0
ClassicGumtree_0.3_600_4,198.48846329229366,101.0,130.42562254259502,27.0,58427687.0,0.0
ClassicGumtree_0.3_600_5,185.68980338363053,87.0,120.40315094462967,19.0,57501824.5,0.0
ClassicGumtree_0.3_700_1,215.26273617118142,79.0,252.2752116082225,79.0,44963529.0,0.1561335915636925
ClassicGumtree_0.3_700_2,271.33830247655686,136.0,172.69397432156404,42.0,60582872.5,0.0
ClassicGumtree_0.3_700_3,262.8691969105556,131.0,172.587762015668,41.0,61469800.0,0.0
ClassicGumtree_0.3_700_4,255.90534979423867,123.0,165.14365567356066,33.0,60542593.5,0.0
ClassicGumtree_0.3_700_5,239.56548120680938,106.0,154.11975214091763,24.0,59797814.0,0.0
ClassicGumtree_0.3_800_1,266.5909932697954,94.0,305.43964646464644,97.0,43128722.5,0.05283602505415951
ClassicGumtree_0.3_800_2,329.82629918894565,158.5,209.57454912935324,49.0,61165352.5,0.0
ClassicGumtree_0.3_800_3,321.5980559875583,152.0,210.6619222413664,48.0,62452705.0,0.0
ClassicGumtree_0.3_800_4,313.65413060582216,144.0,203.512917314383,40.0,61806438.0,0.0
ClassicGumtree_0.3_800_5,297.9547893324917,126.0,191.43805799453995,30.0,61205382.0,0.0
ClassicGumtree_0.3_900_1,321.3199029780353,111.0,360.664667535854,116.0,41730659.5,0.013050867076867787
ClassicGumtree_0.3_900_2,392.0,179.0,249.87767886580943,57.0,61684347.5,0.0
ClassicGumtree_0.3_900_3,382.1559504497862,173.0,251.62524717234834,56.0,63450144.0,1.2562902891004352e-290
