config,best_time_avg,best_time_median,notbest_time_avg,notbest_time_median,Mann-Whitney_U_stat,Mann-Whitney_U_p
ClassicGumtree_0.1_800_1,1214.1160892516525,536.0,1870.8706411698538,907.0,31902260.5,9.750812608028609e-86
ClassicGumtree_0.1_800_2,337.2408154121864,289.0,2320.0195495777293,1399.0,15133588.5,0.0
ClassicGumtree_0.1_800_3,325.796936644233,285.0,2257.4418762234604,1351.0,16342179.5,0.0
ClassicGumtree_0.1_800_4,324.69540636042404,284.0,2229.581281518837,1327.0,17091913.5,0.0
ClassicGumtree_0.1_800_5,324.34468353432646,283.0,2222.306573116691,1322.0,17232719.0,0.0
ClassicGumtree_0.1_900_1,1220.187541388901,540.0,1850.9695387293298,901.0,31587415.5,2.1814210057368086e-73
ClassicGumtree_0.1_900_2,364.00417787848744,309.0,2409.4882177231993,1488.0,16947118.5,0.0
ClassicGumtree_0.1_900_3,353.0055755263737,304.0,2336.5470017496423,1432.0,18438922.0,0.0
ClassicGumtree_0.1_900_4,351.9423635415891,303.0,2304.562793243666,1407.0,19296219.5,0.0
ClassicGumtree_0.1_900_5,351.21605446248225,302.0,2294.734603421462,1399.0,19443644.5,0.0
ClassicGumtree_0.1_1000_1,1235.6068067892006,543.0,1763.6956780923995,857.0,31320765.5,2.2343144545702672e-63
ClassicGumtree_0.1_1000_2,389.12919406222466,324.0,2490.3090463262984,1581.0,18613349.0,0.0
ClassicGumtree_0.1_1000_3,378.85222885222885,319.0,2407.713353959361,1508.0,20388126.5,0.0
ClassicGumtree_0.1_1000_4,377.8212784151643,318.0,2371.5542514773474,1481.0,21347308.0,0.0
ClassicGumtree_0.1_1000_5,376.69938386588336,317.0,2359.3627842529954,1471.0,21503810.0,0.0
ClassicGumtree_0.1_1100_1,1242.4250602409638,547.0,1729.9470948012233,817.5,31127852.5,1.3641571030298432e-53
ClassicGumtree_0.1_1100_2,413.63136589187775,338.0,2565.5177880184333,1663.0,20193070.0,0.0
ClassicGumtree_0.1_1100_3,403.1868191352595,334.0,2471.18531162465,1587.0,22175164.0,0.0
ClassicGumtree_0.1_1100_4,401.8058132343847,332.0,2430.5129458161864,1554.0,23198875.0,0.0
ClassicGumtree_0.1_1100_5,400.63557213930346,331.0,2416.5881752445766,1539.0,23376887.5,0.0
ClassicGumtree_0.1_1200_1,1244.8677678727495,549.0,1720.127414330218,791.0,30981013.0,3.394330404292239e-47
ClassicGumtree_0.1_1200_2,436.5947245240053,352.0,2633.062379297026,1742.0,21628994.5,0.0
ClassicGumtree_0.1_1200_3,426.2424759032195,347.0,2528.453881278539,1661.0,23818670.5,0.0
ClassicGumtree_0.1_1200_4,424.8491508491509,345.0,2483.4136237835905,1619.0,24927742.5,0.0
ClassicGumtree_0.1_1200_5,423.61636862902685,344.0,2468.1281869688387,1605.0,25129022.0,0.0
ClassicGumtree_0.1_1300_1,1250.9751558209475,550.0,1684.680634920635,769.0,30858811.0,1.0120746898566964e-40
ClassicGumtree_0.1_1300_2,457.1848449349528,363.0,2690.3174778761063,1810.0,22860212.0,0.0
ClassicGumtree_0.1_1300_3,447.2211925608743,358.0,2576.3572443854828,1722.0,25259529.0,0.0
ClassicGumtree_0.1_1300_4,446.0621714582387,356.0,2528.218191912649,1685.0,26459153.5,0.0
ClassicGumtree_0.1_1300_5,444.82417438976637,355.0,2511.6364970197155,1665.0,26686546.5,0.0
ClassicGumtree_0.1_1400_1,1254.0043504742016,551.5,1668.2726102349534,751.0,30757845.5,1.6807442830254953e-36
ClassicGumtree_0.1_1400_2,475.29176484804543,372.0,2736.695077531481,1872.0,23908306.5,0.0
ClassicGumtree_0.1_1400_3,465.58625007826686,367.0,2615.2423738756356,1774.0,26474992.5,0.0
ClassicGumtree_0.1_1400_4,464.5750158931977,366.0,2564.2985216976635,1733.0,27747028.0,0.0
ClassicGumtree_0.1_1400_5,463.3303708439898,364.0,2546.487247307765,1719.0,27996806.5,0.0
ClassicGumtree_0.1_1500_1,1255.9948310311875,552.0,1658.2671009771987,739.0,30683494.5,7.98235908189262e-33
ClassicGumtree_0.1_1500_2,494.00011852554223,382.0,2781.9258780435252,1931.0,24954230.0,0.0
ClassicGumtree_0.1_1500_3,484.4291241862179,376.0,2651.961976802824,1831.0,27676019.5,0.0
ClassicGumtree_0.1_1500_4,483.1300605077662,375.0,2597.3755647220587,1781.5,28989166.5,0.0
ClassicGumtree_0.1_1500_5,482.1448820873056,373.0,2578.903228943785,1765.0,29277406.5,0.0
ClassicGumtree_0.1_1600_1,1257.960817495444,554.0,1646.5620485883126,732.0,30652260.0,2.5743886307947005e-30
ClassicGumtree_0.1_1600_2,511.4303620357955,391.0,2819.902566381513,1977.0,25890710.0,0.0
ClassicGumtree_0.1_1600_3,501.5428502357065,385.0,2681.913791316962,1875.0,28725046.0,0.0
ClassicGumtree_0.1_1600_4,499.94473781161736,383.0,2624.0995265437696,1828.0,30071756.0,0.0
ClassicGumtree_0.1_1600_5,498.9348027412484,381.0,2604.681822714129,1808.0,30376837.5,0.0
ClassicGumtree_0.1_1700_1,1260.0798075255766,554.0,1633.2248677248676,720.5,30633326.5,5.70891575685599e-28
ClassicGumtree_0.1_1700_2,526.7618335538045,398.0,2851.518827019626,2020.0,26680078.5,0.0
ClassicGumtree_0.1_1700_3,517.0733917605676,391.0,2707.017087667162,1917.0,29637004.0,0.0
ClassicGumtree_0.1_1700_4,515.0332080959884,390.0,2645.814006179197,1867.0,31003903.0,0.0
ClassicGumtree_0.1_1700_5,514.0185230319279,388.5,2625.5888526594663,1847.0,31323882.0,0.0
ClassicGumtree_0.1_1800_1,1262.564185824999,556.0,1617.61957247829,707.0,30601187.5,5.846883457044155e-25
ClassicGumtree_0.1_1800_2,542.8376752369601,405.0,2881.8050410316528,2074.5,27477617.0,0.0
ClassicGumtree_0.1_1800_3,533.4111071890811,399.0,2730.3974121996303,1959.0,30564654.5,0.0
ClassicGumtree_0.1_1800_4,531.4004424778761,397.0,2666.8202993254636,1907.0,31979908.5,0.0
ClassicGumtree_0.1_1800_5,530.7552443349161,395.0,2646.097194702263,1889.0,32339673.0,0.0
ClassicGumtree_0.1_1900_1,1263.482346832814,556.0,1612.2839879154078,702.0,30590157.0,1.8433856510606743e-23
ClassicGumtree_0.1_1900_2,558.4475912736245,413.0,2908.0829626067093,2119.0,28228394.5,0.0
ClassicGumtree_0.1_1900_3,549.2798023830281,405.0,2750.6149054505004,1997.5,31434096.0,0.0
ClassicGumtree_0.1_1900_4,547.7547983228017,404.0,2685.073822610195,1944.0,32922245.5,0.0
ClassicGumtree_0.1_1900_5,547.2624799667597,402.0,2663.8095745815117,1926.0,33305679.0,0.0
ClassicGumtree_0.1_2000_1,1266.1930127983396,557.0,1593.0091123860952,699.0,30579153.5,6.717681495593165e-22
ClassicGumtree_0.1_2000_2,575.665134311825,420.0,2934.9466073414906,2174.0,29028184.0,0.0
ClassicGumtree_0.1_2000_3,566.9248120300751,413.0,2770.275421796626,2032.0,32372567.0,0.0
ClassicGumtree_0.1_2000_4,564.8906259114507,410.0,2702.1735582754436,1926.0,33874926.0,0.0
ClassicGumtree_0.1_2000_5,564.0200586510264,408.0,2679.496403661726,1846.0,34256809.5,0.0
ClassicGumtree_0.2_100_1,969.562232071496,388.0,1678.0265493867012,822.0,56073721.5,0.0
ClassicGumtree_0.2_100_2,93.49679487179488,65.0,1414.0453732584738,655.0,1133560.5,0.0
ClassicGumtree_0.2_100_3,62.54470758820686,63.0,1410.0975337250684,653.0,292057.5,0.0
ClassicGumtree_0.2_100_4,62.15017064846416,63.0,1409.0726483357453,652.0,288995.0,0.0
ClassicGumtree_0.2_100_5,61.63894324853229,62.0,1407.0591852738453,651.0,275006.0,0.0
ClassicGumtree_0.2_200_1,1060.4663787448064,450.0,1876.3919816138916,926.0,47536047.5,0.0
ClassicGumtree_0.2_200_2,134.03526758253025,115.0,1572.0074500983976,772.0,2556492.0,0.0
ClassicGumtree_0.2_200_3,113.48161607524582,112.0,1562.3960933512735,766.0,1710430.5,0.0
ClassicGumtree_0.2_200_4,112.36414808400086,112.0,1558.5466364393449,764.0,1710247.0,0.0
ClassicGumtree_0.2_200_5,112.25683890577507,111.0,1556.755982629585,762.0,1716805.5,0.0
ClassicGumtree_0.2_300_1,1109.973280923475,477.0,1950.8228542914171,951.0,41262645.5,1.2068826366502518e-305
ClassicGumtree_0.2_300_2,175.5665442215315,157.5,1722.7791542522607,886.0,4480018.0,0.0
ClassicGumtree_0.2_300_3,156.73488849765258,154.0,1707.2953421269578,878.0,3860875.5,0.0
ClassicGumtree_0.2_300_4,155.6594353640416,153.0,1700.5122063801416,874.0,3961980.0,0.0
ClassicGumtree_0.2_300_5,156.20342007434945,153.0,1699.268921342557,873.0,4042229.5,0.0
ClassicGumtree_0.2_400_1,1145.6914499905106,495.0,1965.2302644660967,959.0,37261285.0,8.761802043454833e-236
ClassicGumtree_0.2_400_2,212.56088768728173,190.0,1864.6316002077442,1002.0,6703673.0,0.0
ClassicGumtree_0.2_400_3,196.13107476635514,187.0,1841.3793240106438,985.0,6412430.5,0.0
ClassicGumtree_0.2_400_4,195.8077105014191,186.0,1831.444125590817,979.0,6709445.5,0.0
ClassicGumtree_0.2_400_5,195.48796680497927,186.0,1829.1407066224795,977.0,6734133.0,0.0
ClassicGumtree_0.2_500_1,1171.9380375473966,505.5,1939.7915083798882,950.0,35294499.5,1.9522541982606925e-179
ClassicGumtree_0.2_500_2,246.0895145631068,220.0,1991.5655428355767,1100.0,8876533.0,0.0
ClassicGumtree_0.2_500_3,231.64539506794162,217.0,1958.8877494626956,1080.0,9029555.5,0.0
ClassicGumtree_0.2_500_4,231.29049994908868,216.0,1946.3768133609656,1071.0,9440875.0,0.0
ClassicGumtree_0.2_500_5,230.74358974358975,216.0,1943.0595998297147,1070.0,9468375.5,0.0
ClassicGumtree_0.2_600_1,1185.7885184005822,519.0,1932.4210781932977,937.0,34016181.0,5.067602624491611e-142
ClassicGumtree_0.2_600_2,278.94057945870924,245.0,2112.2832401472792,1202.0,11142459.5,0.0
ClassicGumtree_0.2_600_3,265.5184018716818,241.0,2068.9561043432204,1173.0,11665937.5,0.0
ClassicGumtree_0.2_600_4,264.9769518083265,241.0,2052.3350603357817,1162.5,12181078.5,0.0
ClassicGumtree_0.2_600_5,264.4914061071494,240.0,2047.565777429057,1159.0,12244517.0,0.0
ClassicGumtree_0.2_700_1,1198.9037380234806,527.0,1905.0367019901782,933.0,33115738.5,5.095066526940172e-116
ClassicGumtree_0.2_700_2,309.01373363142767,268.0,2219.33738379328,1298.0,13239796.5,0.0
ClassicGumtree_0.2_700_3,296.5891896366195,264.0,2166.6450562672517,1264.0,14121697.5,0.0
ClassicGumtree_0.2_700_4,295.7431423538294,263.0,2145.2731850608475,1247.0,14726568.0,0.0
ClassicGumtree_0.2_700_5,295.1754947368421,262.0,2138.8628953601783,1243.0,14816162.0,0.0
ClassicGumtree_0.2_800_1,1208.7778273875965,533.0,1877.2658022690437,917.0,32658375.0,1.172288538489354e-95
ClassicGumtree_0.2_800_2,337.0293171789694,289.0,2316.989616675775,1397.0,15180882.0,0.0
ClassicGumtree_0.2_800_3,325.44488372093025,285.0,2253.8643774889174,1348.0,16398634.0,0.0
ClassicGumtree_0.2_800_4,324.62232872407293,284.0,2228.661848639834,1327.0,17112753.5,0.0
ClassicGumtree_0.2_800_5,323.9754635108481,283.0,2220.971295749705,1321.0,17228906.5,0.0
ClassicGumtree_0.2_900_1,1215.038997956827,538.0,1859.1997767857142,910.5,32327523.5,6.019359324392089e-82
ClassicGumtree_0.2_900_2,363.3915141194835,308.0,2405.4618377483444,1484.0,16979511.0,0.0
ClassicGumtree_0.2_900_3,352.6852164963611,303.0,2332.485637200444,1429.0,18512555.5,0.0
ClassicGumtree_0.2_900_4,351.52620591963023,302.0,2302.5587316463607,1405.5,19297875.5,0.0
ClassicGumtree_0.2_900_5,350.7833607907743,301.0,2293.220772158782,1399.0,19436854.5,0.0
ClassicGumtree_0.2_1000_1,1230.582304799823,541.0,1775.5028636884308,874.0,32079455.0,1.9567471740252707e-71
ClassicGumtree_0.2_1000_2,388.65215619694396,324.0,2485.783087271774,1578.0,18664986.5,0.0
ClassicGumtree_0.2_1000_3,378.58570725188156,319.0,2403.290314507383,1506.0,20476532.0,0.0
ClassicGumtree_0.2_1000_4,377.4719646169211,318.0,2369.5041396835804,1479.0,21359209.5,0.0
ClassicGumtree_0.2_1000_5,376.3053424166368,317.0,2357.7116104868915,1469.5,21496547.5,0.0
ClassicGumtree_0.2_1100_1,1237.3596738651388,544.0,1744.3723935389135,832.0,31884905.5,3.860174327107996e-61
ClassicGumtree_0.2_1100_2,413.10604474682714,338.0,2560.3223345588235,1660.0,20253853.0,0.0
ClassicGumtree_0.2_1100_3,403.1104710267706,334.0,2466.948287910552,1585.5,22287197.5,0.0
ClassicGumtree_0.2_1100_4,401.87457883517845,332.0,2428.6894808977213,1552.0,23248875.0,0.0
ClassicGumtree_0.2_1100_5,400.54417865044246,331.0,2415.329507778628,1538.0,23402878.0,0.0
ClassicGumtree_0.2_1200_1,1239.575076923077,547.0,1737.0903110047848,803.5,31725217.0,1.2580261585867759e-54
ClassicGumtree_0.2_1200_2,436.3051824632539,351.0,2628.2129852615353,1740.0,21708341.0,0.0
ClassicGumtree_0.2_1200_3,426.16197044334973,347.0,2523.5858236151603,1657.0,23939189.0,0.0
ClassicGumtree_0.2_1200_4,424.8221022462174,345.0,2481.2467671452778,1616.0,24976941.5,0.0
ClassicGumtree_0.2_1200_5,423.5292225201072,344.0,2466.254178827275,1604.0,25164541.5,0.0
ClassicGumtree_0.2_1300_1,1246.5313869893039,549.0,1698.2605912831455,782.0,31619031.5,3.1270798133436106e-47
ClassicGumtree_0.2_1300_2,456.7370111818126,362.0,2683.8809141940656,1806.0,22950399.5,0.0
ClassicGumtree_0.2_1300_3,447.22621943413134,358.0,2571.3178294573645,1719.0,25394617.5,0.0
ClassicGumtree_0.2_1300_4,446.0130553390491,356.0,2525.786414048059,1683.0,26508440.5,0.0
ClassicGumtree_0.2_1300_5,444.8218507150787,355.0,2509.935404068169,1664.0,26727046.0,0.0
ClassicGumtree_0.2_1400_1,1249.3417793532012,550.0,1683.885872917952,768.5,31531566.0,3.4534682505456597e-43
ClassicGumtree_0.2_1400_2,474.9714925553807,372.0,2730.4397177837727,1867.5,24008453.5,0.0
ClassicGumtree_0.2_1400_3,465.60501724678585,367.0,2609.7625316949484,1771.0,26615994.0,0.0
ClassicGumtree_0.2_1400_4,464.56438478177887,365.0,2561.914070686863,1731.0,27800669.0,0.0
ClassicGumtree_0.2_1400_5,463.3501151484135,364.0,2544.8850292618463,1717.0,28038780.0,0.0
ClassicGumtree_0.2_1500_1,1251.5446007338808,551.0,1673.760625,750.0,31443852.0,7.212256433918253e-39
ClassicGumtree_0.2_1500_2,493.6992994538114,382.0,2775.0991194158078,1925.0,25064745.5,0.0
ClassicGumtree_0.2_1500_3,484.3564441710243,376.0,2646.1943270971638,1824.5,27816081.0,0.0
ClassicGumtree_0.2_1500_4,483.11954553967166,374.0,2594.90327643712,1779.5,29043862.0,0.0
ClassicGumtree_0.2_1500_5,482.1345465955444,373.0,2577.0855116120883,1764.0,29318589.0,0.0
ClassicGumtree_0.2_1600_1,1253.9962041884817,552.0,1659.7730138713746,742.0,31421535.5,1.3332198326795124e-35
ClassicGumtree_0.2_1600_2,511.16344525547447,391.0,2813.249972311441,1973.0,26003643.5,0.0
ClassicGumtree_0.2_1600_3,501.3662287340316,384.0,2675.6830578512395,1871.5,28864018.0,0.0
ClassicGumtree_0.2_1600_4,499.9659600614439,383.0,2621.713624471725,1825.0,30129119.0,0.0
ClassicGumtree_0.2_1600_5,498.8964601223204,381.0,2602.646080286881,1807.0,30419285.0,0.0
ClassicGumtree_0.2_1700_1,1255.814976245478,552.0,1649.4855509685615,734.0,31394950.0,4.090587564168321e-33
ClassicGumtree_0.2_1700_2,526.5225557411995,398.0,2844.06038207869,2015.0,26805782.0,0.0
ClassicGumtree_0.2_1700_3,516.8524668498387,391.0,2700.226700518354,1911.0,29781648.0,0.0
ClassicGumtree_0.2_1700_4,515.0745861378934,390.0,2643.332681822858,1863.0,31065128.5,0.0
ClassicGumtree_0.2_1700_5,514.0829066081443,388.0,2623.761453879047,1845.0,31372574.5,0.0
ClassicGumtree_0.2_1800_1,1258.017066480909,554.0,1636.516335682255,722.5,31367695.5,3.1915474459881744e-30
ClassicGumtree_0.2_1800_2,542.574506794019,405.0,2874.148481308411,2067.5,27605100.5,0.0
ClassicGumtree_0.2_1800_3,533.271409206106,398.0,2723.273840485479,1953.0,30721040.0,0.0
ClassicGumtree_0.2_1800_4,531.441811763298,397.0,2664.274660490578,1904.0,32042089.5,0.0
ClassicGumtree_0.2_1800_5,530.7370541889698,395.0,2643.9249921866863,1887.0,32386520.5,0.0
ClassicGumtree_0.2_1900_1,1259.239886907351,554.5,1630.0138664946792,714.0,31338864.5,3.7230578323053413e-28
ClassicGumtree_0.2_1900_2,558.2429638784338,412.0,2900.074517790823,2112.0,28365761.0,0.0
ClassicGumtree_0.2_1900_3,549.2586748952026,405.0,2743.576893225413,1989.0,31599580.5,0.0
ClassicGumtree_0.2_1900_4,547.8163928613639,404.0,2682.4308934337996,1942.0,32988212.0,0.0
ClassicGumtree_0.2_1900_5,547.2742606010215,402.0,2661.759373668513,1924.5,33353892.0,0.0
ClassicGumtree_0.2_2000_1,1262.1452103616134,555.0,1610.4965942264027,706.0,31341877.5,4.166114486356128e-26
ClassicGumtree_0.2_2000_2,575.5325085986908,419.0,2926.8150246305418,2167.0,29171908.0,0.0
ClassicGumtree_0.2_2000_3,566.9710853069671,413.0,2763.422888964655,2028.0,32541469.0,0.0
ClassicGumtree_0.2_2000_4,565.0232897501751,410.0,2699.3340308370043,1914.0,33947867.0,0.0
ClassicGumtree_0.2_2000_5,564.030632005164,408.0,2677.4039194338598,1840.0,34304983.0,0.0
ClassicGumtree_0.3_100_1,967.3941942687012,386.0,1662.0478773584905,811.0,56493270.5,0.0
ClassicGumtree_0.3_100_2,92.67433302667894,64.5,1413.5707337351903,655.0,1095326.0,0.0
ClassicGumtree_0.3_100_3,62.33139816158684,63.0,1410.0042618338298,653.0,297662.0,0.0
ClassicGumtree_0.3_100_4,61.12554958475818,63.0,1408.936624085328,652.0,257587.0,0.0
ClassicGumtree_0.3_100_5,61.09936368086148,62.0,1407.049153941395,651.0,257979.5,0.0
ClassicGumtree_0.3_200_1,1055.6518200568594,445.0,1851.7550397067807,910.0,48901002.5,0.0
ClassicGumtree_0.3_200_2,133.66495163613914,115.0,1570.8799157303372,771.0,2557889.0,0.0
ClassicGumtree_0.3_200_3,113.63780540077154,112.0,1561.5560398794344,766.0,1740279.0,0.0
ClassicGumtree_0.3_200_4,112.35003253090436,112.0,1558.0145684950514,763.0,1714245.5,0.0
ClassicGumtree_0.3_200_5,111.68139281828074,111.0,1556.1443874959598,762.0,1675550.0,0.0
ClassicGumtree_0.3_300_1,1104.348943056539,472.0,1925.377840909091,938.0,42774289.0,0.0
ClassicGumtree_0.3_300_2,176.05568938642483,158.0,1720.9024122807018,885.0,4589194.0,0.0
ClassicGumtree_0.3_300_3,156.25515008828722,154.0,1705.8669446160181,877.0,3859660.5,0.0
ClassicGumtree_0.3_300_4,155.7498512790006,153.0,1700.005793683347,873.0,3982009.5,0.0
ClassicGumtree_0.3_300_5,155.6127159023228,153.0,1698.760807211637,873.0,3993618.0,0.0
ClassicGumtree_0.3_400_1,1139.338868033497,491.0,1944.162380326638,951.0,38800626.5,2.0872232457302065e-249
ClassicGumtree_0.3_400_2,212.10975333785925,189.0,1861.124820081755,997.0,6760248.5,0.0
ClassicGumtree_0.3_400_3,195.98488753514528,186.5,1839.2173913043478,983.0,6469318.5,0.0
ClassicGumtree_0.3_400_4,195.67183799147324,186.0,1830.404970760234,978.0,6713804.5,0.0
ClassicGumtree_0.3_400_5,195.2723929291731,186.0,1828.6571765498652,976.0,6710083.0,0.0
ClassicGumtree_0.3_500_1,1164.6002249613348,500.0,1926.0755667506298,943.0,36839568.0,1.103152636854638e-194
ClassicGumtree_0.3_500_2,246.08176590975538,220.0,1987.2991152663612,1098.0,9029599.0,0.0
ClassicGumtree_0.3_500_3,231.09152439640368,216.0,1955.4138226824336,1078.0,9075665.0,0.0
ClassicGumtree_0.3_500_4,231.20526154787396,216.0,1944.9654080389769,1070.5,9465201.0,0.0
ClassicGumtree_0.3_500_5,230.43333333333334,215.5,1942.3073182591781,1069.0,9443931.0,0.0
ClassicGumtree_0.3_600_1,1178.7732424214503,514.0,1920.010693970421,939.0,35478867.0,8.008866117624075e-159
ClassicGumtree_0.3_600_2,278.9407001044932,245.0,2106.799320190347,1198.5,11335768.0,0.0
ClassicGumtree_0.3_600_3,265.1521169991875,241.0,2064.9358652575957,1171.0,11753776.0,0.0
ClassicGumtree_0.3_600_4,264.9422708618331,241.0,2050.9544560943646,1161.0,12220031.5,0.0
ClassicGumtree_0.3_600_5,264.614906264289,240.0,2047.1278028371576,1158.0,12261206.0,0.0
ClassicGumtree_0.3_700_1,1190.2177555201456,523.0,1905.7516324062879,942.0,34536730.0,1.5621933074712196e-132
ClassicGumtree_0.3_700_2,309.01843391840987,267.0,2212.7832652465713,1294.0,13466030.0,0.0
ClassicGumtree_0.3_700_3,296.2332032223237,263.0,2161.6682899287175,1260.0,14239187.5,0.0
ClassicGumtree_0.3_700_4,295.710842361636,263.0,2143.490846841811,1246.0,14772551.5,0.0
ClassicGumtree_0.3_700_5,294.9581998988707,262.0,2137.887140569519,1243.0,14807051.0,0.0
ClassicGumtree_0.3_800_1,1199.6909526175527,529.0,1884.514393939394,936.0,34043049.5,1.1350614542125962e-111
ClassicGumtree_0.3_800_2,336.85228296785823,289.0,2308.7075559701493,1390.0,15430712.5,0.0
ClassicGumtree_0.3_800_3,325.2146189735614,284.5,2248.3077384073713,1343.0,16548680.5,0.0
ClassicGumtree_0.3_800_4,324.51848937844215,284.0,2226.2225183211194,1325.0,17162269.0,0.0
ClassicGumtree_0.3_800_5,324.2570617011204,283.0,2220.567992326422,1320.0,17262083.5,0.0
ClassicGumtree_0.3_900_1,1205.8801599065714,533.0,1870.2086049543677,933.0,33696020.5,5.016571892047667e-97
ClassicGumtree_0.3_900_2,363.57506053268764,308.0,2396.4967029343884,1477.0,17286264.5,0.0
ClassicGumtree_0.3_900_3,352.54188172835865,303.0,2326.2190935695644,1423.0,18687854.5,0.0
ClassicGumtree_0.3_900_4,351.5073891625616,302.0,2300.2954208596616,1405.0,19364530.0,0.0
ClassicGumtree_0.3_900_5,350.9650936329588,301.0,2292.4289819057235,1398.0,19467285.5,0.0
ClassicGumtree_0.3_1000_1,1221.2943465426245,538.0,1795.044129446376,896.0,33433107.0,5.363987783915419e-86
ClassicGumtree_0.3_1000_2,388.6540769020998,324.0,2475.3897774687066,1567.0,18996155.0,0.0
ClassicGumtree_0.3_1000_3,378.69090267983074,319.0,2396.935878243513,1502.0,20692500.0,0.0
ClassicGumtree_0.3_1000_4,377.5177117554635,318.0,2366.842406876791,1476.0,21441166.5,0.0
ClassicGumtree_0.3_1000_5,376.35767575322814,317.0,2356.8459347277612,1468.0,21521790.5,0.0
ClassicGumtree_0.3_1100_1,1227.941857874805,540.0,1768.2531506849316,857.0,33239522.0,4.435192548724396e-75
ClassicGumtree_0.3_1100_2,413.3909162509845,338.0,2549.9973469947854,1652.0,20614869.5,0.0
ClassicGumtree_0.3_1100_3,403.23382712693666,334.0,2459.783233220162,1582.0,22522648.0,0.0
ClassicGumtree_0.3_1100_4,401.77593446685484,332.0,2426.037981180496,1549.5,23317710.5,0.0
ClassicGumtree_0.3_1100_5,400.56387025382116,331.0,2414.449269204623,1537.0,23421799.5,0.0
ClassicGumtree_0.3_1200_1,1230.1606166970275,543.0,1762.4583217173126,832.0,33100214.5,1.1421142942186106e-67
