top,configuration,nrBest,total,best_time_avg,best_time_median,notbest_time_avg,notbest_time_median,time_Mann-Whitney_U_stat,time_Mann-Whitney_U_p,best_size_avg,best_size_median,notbest_size_avg,notbest_size_median,size_Mann-Whitney_U_stat,size_Mann-Whitney_U_p,best_height_avg,best_height_median,notbest_height_avg,notbest_height_median,height_Mann-Whitney_U_stat,height_Mann-Whitney_U_p
820,ClassicGumtree_0.4_1100_3,14680,26203,509.0942098092643,209.0,343.8690445196563,70.0,64102781.0,3.863085562601545e-249,402.79277929155313,333.0,2453.920072897683,1578.0,22611483.5,0.0,11.106198910081744,10.0,17.38262605224334,15.0,38259804.5,0.0
821,CompleteGumtreeMatcher_0.6_1200_5,14676,26312,275.8443717634233,102.5,146.77114128566518,9.0,49952092.5,0.0,420.6706186971927,339.0,2438.4131144723274,1575.5,25620890.0,0.0,11.168915235759062,10.0,17.513492609144034,15.0,39370944.0,0.0
822,CompleteGumtreeMatcher_0.9_1600_2,14672,26246,412.995092693566,117.0,301.16087782961813,20.0,62861233.0,6.538537280273358e-287,484.1583969465649,362.0,2367.3685847589422,1536.5,34473464.0,0.0,11.53264721919302,11.0,17.081648522550545,15.0,45991555.5,0.0
823,CompleteGumtreeMatcher_0.4_1700_2,14671,26243,463.6273600981528,127.0,406.6041306602143,43.0,69660783.5,3.996884902194264e-138,498.963737986504,368.0,2348.618216384376,1409.0,36453364.0,0.0,11.524299638743098,11.0,17.09263740062219,15.0,46083838.0,0.0
824,ClassicGumtree_0.3_1000_2,14668,26172,454.72272975184075,201.0,291.61717663421416,64.0,61647662.0,2.3973209685980947e-307,388.6540769020998,324.0,2475.3897774687066,1567.0,18996155.0,0.0,11.019293700572675,10.0,17.506780250347706,15.0,36309043.5,0.0
825,CompleteGumtreeMatcher_0.1_1500_3,14663,26284,392.33662961194847,120.0,312.1832028224766,27.0,65503159.5,2.1948467720555537e-228,470.39787219532155,358.0,2377.6040788228206,1578.0,33095661.5,0.0,11.345563663643183,11.0,17.292057482144394,15.0,42535057.0,0.0
826,CompleteGumtreeMatcher_0.4_1400_3,14646,26286,361.3448723200874,114.0,261.6617697594502,19.0,61348070.0,0.0,452.8654240065547,351.0,2396.7193298969073,1575.0,30538954.0,0.0,11.308411853065683,11.0,17.329725085910653,15.0,42040051.0,0.0
827,CompleteGumtreeMatcher_0.8_1600_2,14645,26246,427.95643564356436,118.0,336.52004137574346,24.0,64678331.0,8.256173838345931e-243,484.0386480027313,361.0,2363.136798551849,1523.0,34554044.0,0.0,11.503994537384774,11.0,17.104904749590553,15.0,45758260.5,0.0
828,ClassicGumtree_0.5_1100_3,14644,26203,504.0437039060366,205.0,337.89826109525046,63.0,63561091.5,1.3723659271392157e-263,402.4360147500683,333.0,2447.9839086426164,1571.0,22723750.0,0.0,11.105162523900574,10.0,17.364391383337658,15.0,38365326.0,0.0
829,CompleteGumtreeMatcher_0.3_1300_4,14635,26302,323.3566791937137,109.0,216.83551898517186,14.0,57596928.0,0.0,437.2904680560301,345.0,2412.028456329819,1570.0,28368623.5,0.0,11.181619405534677,10.0,17.47921487957487,15.0,39693810.0,0.0
830,CompleteGumtreeMatcher_0.5_1200_5,14630,26312,280.12002734107995,102.0,156.02799178222907,9.0,51159819.5,0.0,420.3872180451128,338.0,2430.82280431433,1567.0,25786487.5,0.0,11.148325358851675,10.0,17.514295497346346,15.0,39164568.0,0.0
831,CompleteGumtreeMatcher_1_1300_3,14625,26287,294.33326495726493,106.0,164.68898988166694,10.0,52563151.0,0.0,436.3977435897436,344.0,2413.784428056937,1571.0,28144606.0,0.0,11.337435897435897,11.0,17.28297033098954,15.0,42354838.5,0.0
832,CompleteGumtreeMatcher_0.9_1300_3,14620,26287,295.0891928864569,105.0,169.2112796777235,10.0,52960965.0,0.0,436.35683994528046,344.0,2412.988257478358,1570.0,28154599.5,0.0,11.329001367989056,11.0,17.29099168595183,15.0,42297584.5,0.0
833,CompleteGumtreeMatcher_1_1200_4,14618,26302,268.0616363387604,102.0,127.92365628209517,8.0,48024274.0,0.0,419.37535914625806,338.0,2431.569068812051,1566.0,25586997.0,0.0,11.24107265015734,10.0,17.39566929133858,15.0,40375313.0,0.0
834,CompleteGumtreeMatcher_0.3_1700_2,14617,26243,461.49237189573785,127.0,409.9372957164975,44.0,70156939.5,1.0281451475054889e-130,498.7526852295273,368.0,2340.2923619473595,1398.0,36676876.0,0.0,11.515358828761032,11.0,17.078014794426284,15.0,46119029.5,0.0
835,CompleteGumtreeMatcher_0.9_1200_4,14611,26302,267.99561973855316,102.0,130.24950816867675,8.0,48243434.0,0.0,419.28930258024775,337.0,2430.4718159267813,1565.0,25597914.0,0.0,11.228321127917322,10.0,17.407920622701223,15.0,40297966.5,0.0
836,ClassicGumtree_0.6_1100_3,14607,26203,493.25145478195384,194.0,326.16376336667815,53.0,62540206.5,8.586920212414166e-291,402.0418977202711,332.0,2441.9535184546394,1563.5,22844284.5,0.0,11.09974669678921,10.0,17.351241807519834,15.0,38460455.0,0.0
837,CompleteGumtreeMatcher_0.7_1600_2,14607,26246,430.2671321968919,121.0,351.126213592233,29.0,66167152.5,6.60162416158321e-210,483.75819812418706,361.0,2357.3537245467824,1507.0,34663761.5,0.0,11.482645307044567,11.0,17.113411805137897,15.0,45593846.0,0.0
838,CompleteGumtreeMatcher_0.8_1300_3,14593,26287,303.7965462893168,105.0,180.52531212587652,10.0,54140577.5,0.0,436.0758582882204,344.0,2408.7750983410297,1565.0,28216709.0,0.0,11.298773384499418,11.0,17.31494783649735,15.0,42050922.5,0.0
839,CompleteGumtreeMatcher_0.1_1300_5,14591,26312,319.6573230073333,108.0,220.17882433239484,15.0,58712467.0,0.0,438.4341032143102,346.0,2401.6675198361913,1561.0,28869712.0,0.0,11.132615996162018,10.0,17.51266956744305,15.0,38794189.0,0.0
840,CompleteGumtreeMatcher_0.8_1200_4,14588,26302,269.57711817932545,101.0,137.4301690285129,8.0,49123916.5,0.0,419.0706745270085,337.0,2426.7952023220078,1562.0,25655748.0,0.0,11.199479023855224,10.0,17.43170565135735,15.0,40099924.5,0.0
841,ClassicGumtree_0.4_1000_2,14587,26172,454.0757523822582,200.0,291.60414328873543,64.0,61874201.5,3.5289454735270352e-304,387.6259683279633,323.0,2462.094259818731,1555.0,19303259.5,0.0,11.00836361143484,10.0,17.475183426845057,15.0,36436097.0,0.0
842,CompleteGumtreeMatcher_0.2_1700_2,14582,26243,460.69421204224386,127.0,414.1921790583998,45.0,70509856.5,1.808036298053684e-125,498.7965985461528,368.0,2334.710144927536,1386.0,36834979.0,0.0,11.509395144698944,11.0,17.068776262756195,15.0,46139616.5,0.0
843,ClassicGumtree_0.7_1100_3,14578,26203,472.5010289477295,173.0,304.744,35.0,60544136.0,0.0,401.6575661956373,332.0,2437.346666666667,1560.0,22909357.0,0.0,11.097750034298258,10.0,17.33815053763441,15.0,38462660.0,0.0
844,CompleteGumtreeMatcher_0.3_1400_3,14574,26286,360.23240016467685,114.0,265.8626195355191,21.0,62255874.5,0.0,452.51543845203787,350.0,2385.2049180327867,1562.0,30828017.0,0.0,11.291409359132702,11.0,17.31386612021858,15.0,41961147.5,0.0
845,CompleteGumtreeMatcher_0.6_1600_2,14572,26246,430.8287812242657,122.0,355.8675689566558,32.0,67062317.0,1.301840930596139e-191,484.0619681581114,361.0,2351.3572897036147,1500.0,34887236.0,0.0,11.473785341751304,11.0,17.107589515161898,15.0,45541795.5,0.0
846,ClassicGumtree_1_1100_3,14569,26204,236.20790720021964,97.0,92.6309411259132,7.0,42483060.0,0.0,401.0413892511497,331.0,2436.545079501504,1558.0,22807506.5,0.0,11.111744114215114,10.0,17.315427589170607,15.0,38598926.5,0.0
847,ClassicGumtree_0.8_1100_3,14567,26203,423.6906020457198,135.0,256.7425232038501,16.0,56498699.5,0.0,401.6279947827281,332.0,2435.459264352011,1558.0,22961056.5,0.0,11.095558454039953,10.0,17.334994843588863,15.0,38478016.0,0.0
848,CompleteGumtreeMatcher_0.1_1700_2,14563,26243,460.1264162603859,127.0,418.63193493150686,46.0,70909691.5,3.4314183456622665e-119,498.8500309002266,368.0,2331.657020547945,1378.5,36923074.0,0.0,11.506077044564993,11.0,17.0638698630137,15.0,46150438.0,0.0
849,ClassicGumtree_0.9_1100_3,14555,26203,310.28107179663346,104.0,154.82709478021977,8.0,48461906.0,0.0,401.3514256269323,332.0,2433.7095638736264,1556.0,22963841.5,0.0,11.099209893507386,10.0,17.32400412087912,15.0,38481230.0,0.0
850,ClassicGumtree_0.1_1100_4,14553,26217,508.2641379784237,210.0,350.8063271604938,73.0,65164476.0,4.461631848539258e-230,401.8058132343847,332.0,2430.5129458161864,1554.0,23198875.0,0.0,11.092077234934377,10.0,17.326217421124827,15.0,38633140.0,0.0
851,CompleteGumtreeMatcher_0.4_1200_5,14552,26312,283.2397608576141,102.0,167.3985544217687,10.0,52680730.0,0.0,419.49305937328205,338.0,2418.5947278911563,1555.0,25995667.0,0.0,11.12046454095657,10.0,17.50654761904762,15.0,38881001.0,0.0
852,CompleteGumtreeMatcher_0.7_1300_3,14548,26287,314.53670607643664,105.0,197.87775790101372,11.0,55746163.5,0.0,435.6407066263404,343.0,2401.7522787290227,1558.0,28345657.5,0.0,11.27062139125653,11.0,17.326774001192607,15.0,41802062.0,0.0
853,ClassicGumtree_0.2_1100_4,14543,26217,505.5389534483944,207.0,346.8643138598595,70.0,64836070.0,4.990805992285149e-238,401.87457883517845,332.0,2428.6894808977213,1552.0,23248875.0,0.0,11.090008939008458,10.0,17.32345382902176,15.0,38626018.5,0.0
854,CompleteGumtreeMatcher_0.7_1200_4,14541,26302,274.4574650986865,101.0,146.6056457784202,9.0,50397979.0,0.0,418.69892029434016,336.0,2419.231442904515,1555.0,25810070.5,0.0,11.166013341585861,10.0,17.44817617549528,15.0,39821364.0,0.0
855,CompleteGumtreeMatcher_0.2_1300_4,14537,26302,323.0154777464401,109.0,222.53387165320868,15.0,58670862.0,0.0,436.9677374974204,345.0,2395.9780705482362,1554.0,28821969.5,0.0,11.1556717341955,10.0,17.45881852953676,15.0,39566299.5,0.0
856,CompleteGumtreeMatcher_0.5_1600_2,14528,26246,429.8758259911894,123.0,357.4979518689196,34.0,67775580.0,4.8101596441439085e-178,484.1602422907489,361.0,2344.2239289981226,1483.0,35096373.0,0.0,11.464551211453745,11.0,17.097883597883598,15.0,45506387.5,0.0
857,ClassicGumtree_0.3_1100_4,14527,26217,500.6632477455772,203.0,341.5324208725406,65.0,64443412.5,7.831319214196497e-248,401.77593446685484,332.0,2426.037981180496,1549.5,23317710.5,0.0,11.088593653197494,10.0,17.316680923866553,15.0,38660998.5,0.0
858,ClassicGumtree_0.5_1000_2,14525,26172,452.67111876075734,199.0,292.3537391602988,63.0,62074109.0,5.785382365474155e-301,386.67511187607573,322.0,2452.2371426118316,1545.0,19500623.5,0.0,11.005438898450947,10.0,17.444406284880227,15.0,36608767.5,0.0
859,ClassicGumtree_0.4_1100_4,14520,26217,493.4418044077135,197.0,334.11225100453106,58.0,63739229.5,3.1185057546188365e-265,401.5104683195592,332.0,2425.1561084038644,1548.0,23282227.5,0.0,11.084710743801653,10.0,17.31777378815081,15.0,38606241.5,0.0
860,ClassicGumtree_0.5_1100_4,14499,26217,480.9510311055935,183.0,321.73715651135007,46.0,62756995.5,7.542294437679812e-291,401.11290433823024,332.0,2422.021420037549,1544.0,23305077.0,0.0,11.08090213118146,10.0,17.31131592421915,15.0,38608053.5,0.0
861,CompleteGumtreeMatcher_0.6_1200_4,14499,26302,280.5670046210083,101.0,159.0056765229179,9.0,51810589.5,0.0,418.3751982895372,336.0,2412.510378717275,1548.0,25946728.0,0.0,11.148148148148149,10.0,17.447767516733034,15.0,39632533.0,0.0
862,CompleteGumtreeMatcher_0.2_1400_3,14494,26286,358.8375189733683,114.0,269.9870251017639,22.0,63167036.5,6.3144903120115385e-291,452.4494963433145,350.0,2372.1741010854817,1550.0,31222361.5,0.0,11.274527390644405,11.0,17.293758480325643,15.0,41897578.5,0.0
863,CompleteGumtreeMatcher_0.6_1300_3,14491,26287,321.29853012214477,106.0,213.0236520854527,13.0,57187849.0,0.0,435.19998619833,343.0,2392.7931502204137,1549.0,28527757.5,0.0,11.24580774273687,11.0,17.327992539844015,15.0,41581059.0,0.0
864,ClassicGumtree_1_1100_4,14484,26217,235.57939795636565,97.0,94.77141396062387,7.0,43318256.0,0.0,400.3423087544877,331.0,2420.389073553226,1542.0,23190098.5,0.0,11.10038663352665,10.0,17.27929770732123,15.0,38813506.5,0.0
865,CompleteGumtreeMatcher_0.4_1600_2,14484,26246,427.96478873239437,123.0,359.58544465227004,36.0,68289166.0,7.166769810971041e-169,484.07601491300744,361.0,2337.3694099642917,1468.0,35307853.0,0.0,11.458367854183926,11.0,17.084424417616052,15.0,45538067.0,0.0
866,ClassicGumtree_0.6_1100_4,14476,26217,456.59422492401217,160.0,300.9086960224853,32.0,61068223.0,0.0,400.9448742746615,331.0,2418.269738523124,1541.0,23387900.0,0.0,11.080823431887262,10.0,17.299207903926412,15.0,38677907.5,0.0
867,ClassicGumtree_0.1_1100_5,14472,26227,497.72795743504696,200.0,345.5737133134836,67.0,65780633.0,1.067702777933564e-219,400.63557213930346,331.0,2416.5881752445766,1539.0,23376887.5,0.0,11.081536760641239,10.0,17.29042960442365,15.0,38748702.0,0.0
868,ClassicGumtree_0.2_1100_5,14464,26227,489.1185011061947,192.0,339.5632916772932,61.0,65315651.0,1.5633017099639317e-230,400.54417865044246,331.0,2415.329507778628,1538.0,23402878.0,0.0,11.082411504424778,10.0,17.285131344044885,15.0,38779997.5,0.0
869,ClassicGumtree_0.9_1100_4,14464,26217,265.3564021017699,99.0,124.33131966306475,8.0,46633332.0,0.0,400.43418141592923,331.0,2416.8385093167703,1539.0,23325852.0,0.0,11.087804203539823,10.0,17.284267846507273,15.0,38695287.0,0.0
870,ClassicGumtree_0.8_1100_4,14460,26217,347.76784232365145,111.0,198.91324317427916,10.0,52848078.5,0.0,400.467081604426,331.0,2416.1120183720336,1538.0,23353932.5,0.0,11.078699861687413,10.0,17.29335714893255,15.0,38653249.5,0.0
871,ClassicGumtree_0.3_1100_5,14459,26227,478.8208036517048,182.0,329.65746091094496,52.0,64480333.5,2.2114178340036343e-250,400.56387025382116,331.0,2414.449269204623,1537.0,23421799.5,0.0,11.081056781243516,10.0,17.284160435078178,15.0,38771967.0,0.0
872,ClassicGumtree_0.7_1100_4,14457,26217,415.1536971709207,131.0,261.4672619047619,18.0,57893000.0,0.0,400.4885522584215,331.0,2415.5714285714284,1538.0,23381248.5,0.0,11.079961264439373,10.0,17.290221088435374,15.0,38676872.5,0.0
873,ClassicGumtree_0.6_1000_2,14455,26172,449.2180560359737,195.0,290.56354015532986,61.0,62230659.5,4.413165319009752e-299,385.56492563126943,321.0,2441.266621148758,1535.0,19689599.5,0.0,10.999792459356623,10.0,17.41290432704617,15.0,36734810.5,0.0
874,ClassicGumtree_0.4_1100_5,14454,26227,461.7550850975509,167.0,314.50768708060815,40.0,63165014.5,3.180278735664349e-283,400.3678566486786,331.0,2413.8346215917777,1537.0,23411001.0,0.0,11.077141275771412,10.0,17.286333135139728,15.0,38712182.0,0.0
875,CompleteGumtreeMatcher_0.5_1200_4,14454,26302,286.1564272865643,101.0,168.1891458474004,10.0,53129860.0,0.0,417.9657534246575,336.0,2405.4359385550306,1541.0,26073802.0,0.0,11.130413726304138,10.0,17.445476029709656,15.0,39440816.0,0.0
876,ClassicGumtree_1_1100_5,14453,26227,235.4885490901543,96.0,95.50195345676916,7.0,43847083.5,0.0,400.16045111741505,331.0,2413.9182096144045,1536.5,23352097.5,0.0,11.097419220922992,10.0,17.26091387803635,15.0,38932246.5,0.0
877,CompleteGumtreeMatcher_0.3_1200_5,14448,26312,284.9651162790698,101.5,175.38848617666892,11.0,54138269.5,0.0,418.7251522702104,337.0,2402.005731625084,1539.0,26334909.5,0.0,11.086171096345515,10.0,17.492329737019556,15.0,38557017.5,0.0
878,ClassicGumtree_0.5_1100_5,14447,26227,436.22779815878727,149.0,295.6625636672326,30.0,61682924.5,0.0,400.23001315151936,331.0,2412.8072156196945,1535.0,23423595.0,0.0,11.07558662698138,10.0,17.284550084889645,15.0,38709765.0,0.0
879,CompleteGumtreeMatcher_1_1500_2,14444,26248,351.6868595956799,112.0,239.4808539478143,16.0,60524226.0,0.0,466.88777346995295,354.0,2351.9870382921044,1548.0,33111125.5,0.0,11.47362226530047,11.0,17.046848525923416,15.0,45521322.0,0.0
880,CompleteGumtreeMatcher_0.5_1300_3,14437,26287,323.9339197894299,106.0,221.33637130801688,14.0,58454962.0,0.0,434.870610237584,342.0,2384.2737552742615,1541.0,28721032.0,0.0,11.229479808824548,11.0,17.320168776371307,15.0,41438979.0,0.0
881,ClassicGumtree_0.9_1100_5,14435,26227,246.37928645652926,97.0,112.641197421981,8.0,46006066.0,0.0,400.1364738482854,331.0,2410.873643147897,1533.5,23448913.0,0.0,11.084170419120195,10.0,17.267723880597014,15.0,38789549.0,0.0
882,CompleteGumtreeMatcher_0.9_1500_2,14434,26248,376.61729250381046,112.0,261.8602505501947,17.0,61294816.0,0.0,466.6064846889289,354.0,2350.7350600981886,1546.5,33099813.5,0.0,11.462380490508522,11.0,17.05586592178771,15.0,45436775.0,0.0
883,ClassicGumtree_0.6_1100_5,14430,26227,400.06431046431044,126.0,262.05213189794017,19.0,59102149.0,0.0,400.14400554400555,331.0,2410.012206493176,1533.0,23470144.0,0.0,11.074220374220374,10.0,17.27727388319064,15.0,38748797.0,0.0
884,CompleteGumtreeMatcher_0.3_1600_2,14430,26246,425.55197505197503,123.0,361.7389979688558,38.0,68740200.0,2.40407073594101e-161,483.8065142065142,361.0,2329.2288422477995,1449.5,35521267.0,0.0,11.44906444906445,11.0,17.070074475287747,15.0,45563093.0,0.0
885,ClassicGumtree_0.8_1100_5,14429,26227,288.1338277080879,101.0,157.987116460417,9.0,50457591.0,0.0,400.1243329406057,331.0,2409.8659094761824,1531.5,23463490.0,0.0,11.077482847044147,10.0,17.272758094592305,15.0,38788046.5,0.0
886,ClassicGumtree_0.7_1100_5,14426,26227,346.1829335921253,111.0,212.1463435302093,12.0,55194663.5,0.0,400.08664910578125,331.0,2409.4010677061265,1531.0,23469884.5,0.0,11.077221683072231,10.0,17.27150241504957,15.0,38787838.5,0.0
887,CompleteGumtreeMatcher_0.8_1500_2,14408,26248,391.0702387562465,113.0,292.5630912162162,20.0,63189770.5,3.785582149868162e-287,466.4512076624098,353.5,2346.786570945946,1542.0,33170782.0,0.0,11.433092726263187,11.0,17.07922297297297,15.0,45192830.0,0.0
888,CompleteGumtreeMatcher_0.1_1300_4,14407,26302,321.8608315402235,109.0,229.18865069356872,17.0,60181034.0,0.0,436.4622752828486,345.0,2375.1803278688526,1534.0,29348809.0,0.0,11.124383980009718,10.0,17.427826817990752,15.0,39367677.0,0.0
889,CompleteGumtreeMatcher_0.1_1400_3,14399,26286,357.496076116397,114.0,276.04021199629847,23.0,64084017.0,2.264623709000384e-270,452.4148899229113,350.0,2356.873727601582,1535.0,31649781.0,0.0,11.261407042155705,11.0,17.26154622697064,15.0,41944117.0,0.0
890,CompleteGumtreeMatcher_0.2_1600_2,14394,26246,424.5492566347089,123.0,366.4260884238947,39.0,69200021.0,2.12366001036148e-153,483.7329442823399,361.0,2323.7127910901113,1439.0,35666495.0,0.0,11.442267611504795,11.0,17.061255484306447,15.0,45568541.5,0.0
891,ClassicGumtree_0.7_1000_2,14393,26172,445.1962759674842,191.0,284.03548688343665,55.0,61567497.5,0.0,384.38032376849856,321.0,2431.893709143391,1525.0,19841945.5,0.0,10.994858611825192,10.0,17.38517700993293,15.0,36870481.5,0.0
892,CompleteGumtreeMatcher_0.1_1600_2,14375,26246,423.91179130434784,123.0,369.33341757223485,39.0,69592013.5,1.5724898274559348e-146,483.7671652173913,361.0,2320.7263920478476,1436.0,35751018.0,0.0,11.438817391304347,11.0,17.056440064021565,15.0,45575768.5,0.0
893,CompleteGumtreeMatcher_0.4_1200_4,14371,26302,287.4690000695846,101.0,177.2293185818456,11.0,54499019.0,0.0,417.2683877252801,335.0,2392.4497527449503,1527.0,26345824.0,0.0,11.102358917263935,10.0,17.435336518313637,15.0,39186645.0,0.0
894,CompleteGumtreeMatcher_0.7_1500_2,14369,26248,393.47957408309554,115.0,307.7461065746275,24.0,64758396.5,3.2935383400034997e-249,466.07544018372886,353.0,2341.067766647024,1536.0,33267695.0,0.0,11.410466977521052,11.0,17.0880545500463,15.0,45009836.0,0.0
895,CompleteGumtreeMatcher_0.4_1300_3,14352,26287,324.3707497212932,107.0,226.43091746962716,16.0,59645733.0,0.0,434.44000836120404,342.0,2370.908085462924,1527.0,29044613.0,0.0,11.20958751393534,11.0,17.300712191034773,15.0,41298438.5,0.0
896,SimpleGumtree_0.1_2,14351,26595,5.024806633684064,2.0,4.664978765109441,2.0,83019693.0,1.4166071172612567e-15,1273.0089192390774,550.0,1392.9575302188828,618.0,83182580.0,3.4395354503964106e-14,13.69165911783151,12.0,14.50187847108788,13.0,79300838.5,3.0580602277786e-43
897,SimpleGumtree_0.3_2,14351,26595,4.94732074419901,1.0,4.62250898399216,2.0,82412789.5,3.144435601573866e-19,1273.0089192390774,550.0,1392.9575302188828,618.0,83182580.0,3.4395354503964106e-14,13.69165911783151,12.0,14.50187847108788,13.0,79300838.5,3.0580602277786e-43
898,SimpleGumtree_0.5_2,14351,26595,4.905024040136576,1.0,4.557089186540346,2.0,82674734.5,1.3246913875197309e-17,1273.0089192390774,550.0,1392.9575302188828,618.0,83182580.0,3.4395354503964106e-14,13.69165911783151,12.0,14.50187847108788,13.0,79300838.5,3.0580602277786e-43
899,SimpleGumtree_0.7_2,14351,26595,4.869277402271619,1.0,4.499264946096047,2.0,82931066.0,4.2501304330760416e-16,1273.0089192390774,550.0,1392.9575302188828,618.0,83182580.0,3.4395354503964106e-14,13.69165911783151,12.0,14.50187847108788,13.0,79300838.5,3.0580602277786e-43
900,SimpleGumtree_0.9_2,14351,26595,4.85938262142011,1.0,4.501551780463901,2.0,82635370.5,7.527238374035708e-18,1273.0089192390774,550.0,1392.9575302188828,618.0,83182580.0,3.4395354503964106e-14,13.69165911783151,12.0,14.50187847108788,13.0,79300838.5,3.0580602277786e-43
901,CompleteGumtreeMatcher_0.2_1200_5,14342,26312,285.60723748431184,101.0,181.77017543859648,12.0,55569122.5,0.0,418.0839492399944,336.0,2385.211111111111,1521.0,26713150.0,0.0,11.058917863617348,10.0,17.46825396825397,15.0,38354924.5,0.0
902,ClassicGumtree_0.8_1000_2,14338,26172,431.2222067233924,177.0,267.76483015041407,38.0,59532742.0,0.0,382.12177430603987,320.0,2425.1140780801084,1519.0,19905341.0,0.0,10.982215092760496,10.0,17.37079601149231,15.0,36855089.0,0.0
903,CompleteGumtreeMatcher_1_1100_5,14336,26312,238.85804966517858,96.0,99.88994655978624,7.0,44838941.0,0.0,398.82603236607144,329.0,2407.2784736138947,1520.0,23509901.0,0.0,11.116838727678571,10.0,17.395708082832332,15.0,39139568.5,0.0
904,CompleteGumtreeMatcher_0.6_1500_2,14335,26248,394.2794558772236,116.0,312.66968857550575,27.0,65698289.0,4.9957922056989296e-228,466.3853505406348,353.0,2335.3435742466213,1530.0,33486673.0,0.0,11.402023020579003,11.0,17.082011248216233,15.0,44959018.5,0.0
905,CompleteGumtreeMatcher_0.9_1100_5,14329,26312,238.58754972433528,96.0,101.73045147291997,7.0,45055490.0,0.0,398.72824342243,329.0,2406.222148043061,1519.0,23518813.0,0.0,11.10377556005304,10.0,17.407660852874905,15.0,39060179.0,0.0
906,CompleteGumtreeMatcher_0.8_1100_5,14309,26312,238.7369487734992,95.0,107.10713988169624,7.0,45751933.5,0.0,398.5665664966105,328.0,2403.069899191869,1517.0,23577917.0,0.0,11.077433782933818,10.0,17.42855952678497,15.0,38864221.5,0.0
907,ClassicGumtree_0.9_1000_2,14295,26172,382.83693599160546,132.0,202.9638797676181,11.0,52354624.5,0.0,380.49282966072053,320.0,2419.6781173697063,1515.0,19976282.5,0.0,10.98041273172438,10.0,17.349835817125538,15.0,36898910.0,0.0
908,CompleteGumtreeMatcher_0.5_1500_2,14291,26248,393.45553145336225,116.0,314.4623233252488,29.0,66445413.0,3.0031423205955394e-212,466.4308305926807,353.0,2328.4117253491677,1522.0,33685382.0,0.0,11.392414806521588,11.0,17.072593459897966,15.0,44913161.0,0.0
909,ClassicGumtree_1_1000_2,14285,26172,205.11739586979348,89.0,69.85976276604694,6.0,38730993.5,0.0,377.69905495274764,318.0,2421.3200134600825,1517.0,19694676.5,0.0,10.980049002450123,10.0,17.344914612602004,15.0,36882634.5,0.0
910,CompleteGumtreeMatcher_0.3_1300_3,14284,26287,324.14267712125456,108.0,229.80054986253435,17.0,60574911.5,0.0,434.2361383366004,341.0,2360.180121636258,1517.0,29332999.5,0.0,11.194833380005601,10.0,17.28376239273515,15.0,41225077.0,0.0
911,CompleteGumtreeMatcher_0.3_1200_4,14273,26302,288.4781055139074,102.0,183.23351899576025,12.0,55822068.0,0.0,416.6116443634835,334.0,2377.1372516418655,1513.0,26686937.0,0.0,11.074826595670146,10.0,17.416410341674286,15.0,38959156.0,0.0
912,CompleteGumtreeMatcher_1_1200_3,14271,26288,263.9297876813117,99.0,137.2203544977948,9.0,50444785.5,0.0,416.1357998738701,334.0,2379.4976283598235,1515.0,26502013.5,0.0,11.229136010090393,10.0,17.237164017641675,15.0,41589177.0,0.0
913,CompleteGumtreeMatcher_0.7_1100_5,14270,26312,239.92221443587945,95.0,112.84819797375852,7.0,46763491.0,0.0,398.2191310441486,328.0,2396.9897027071916,1512.0,23689844.5,0.0,11.0479327259986,10.0,17.442949676133534,15.0,38615834.5,0.0
914,CompleteGumtreeMatcher_0.9_1200_3,14266,26288,264.60591616430673,99.0,140.98943603393778,9.0,50830917.0,0.0,416.0867797560634,334.0,2378.73922808185,1514.0,26510237.0,0.0,11.220454226833029,10.0,17.244967559474297,15.0,41530147.5,0.0
915,CompleteGumtreeMatcher_0.4_1500_2,14249,26248,391.6622219103095,117.0,315.6603050254188,31.0,66948296.0,3.3161007504832783e-202,466.4414344866306,353.0,2321.8816568047337,1516.0,33898588.5,0.0,11.386483261983297,11.0,17.059754979581633,15.0,44942918.5,0.0
916,ClassicGumtree_0.1_1000_3,14245,26204,449.65945945945947,196.0,299.71954176770635,66.0,63906024.5,8.37739247376927e-267,378.85222885222885,319.0,2407.713353959361,1508.0,20388126.5,0.0,10.955563355563356,10.0,17.333556317417845,15.0,37136546.0,0.0
917,CompleteGumtreeMatcher_0.8_1200_3,14241,26288,271.65697633593146,99.0,151.1786336847348,9.0,52046350.0,0.0,415.8825222947827,333.0,2374.9077778700093,1511.0,26572826.0,0.0,11.190225405519275,10.0,17.268199551755625,15.0,41287932.0,0.0
918,CompleteGumtreeMatcher_0.6_1100_5,14229,26312,242.41345140206622,95.0,121.3067946701978,8.0,47916452.0,0.0,397.7732799212875,327.0,2390.732516759083,1507.0,23798238.0,0.0,11.021997329397708,10.0,17.451791773566168,15.0,38324899.5,0.0
919,CompleteGumtreeMatcher_0.1_1200_5,14222,26312,284.71762058782167,101.0,188.56617038875103,13.0,57090598.5,0.0,417.30818450288285,335.0,2366.598842018197,1507.0,27134116.0,0.0,11.024539445928843,10.0,17.44507857733664,15.0,38053061.5,0.0
920,ClassicGumtree_0.2_1000_3,14217,26204,446.8417387634522,195.0,298.09101526653876,65.0,63834708.0,2.857042092806798e-269,378.58570725188156,319.0,2403.290314507383,1506.0,20476532.0,0.0,10.94928606597735,10.0,17.326103278551763,15.0,37135214.0,0.0
