file,nrBest,proportionBest,entropyNrActions
nr_12_id_24_004d9c4b6a1b00500d874378008021131d8e3e1c_DynamicProxyImplFactory_GTSPOON.csv,1937,0.9448780487804878,0.3514845620959995
