file,nrBest,proportionBest,entropyNrActions
nr_291_id_4_0114ac16f3eeb0bd1025a3cff5db6f4fcf97a7d8_InvitationListPanel_GTSPOON.csv,1580,0.7707317073170732,1.1132139595335584
