file,nrBest,proportionBest,entropyNrActions
nr_347_id_12_03d15d6de6699756c60ffe95a5689f386f5b506e_DelegationPrivilegeTest_GTSPOON.csv,1657,0.8082926829268293,0.9742072171685241
